,dth1,dth2
324,0.0195,0.018500000000000003
325,0.0195,0.018300000000000004
326,0.0195,0.0181
327,0.0195,0.017900000000000003
328,0.0195,0.0177
329,0.0195,0.0175
330,0.021500000000000002,0.015500000000000002
331,0.021500000000000002,0.015300000000000001
332,0.021500000000000002,0.015100000000000002
333,0.021500000000000002,0.014900000000000002
334,0.021500000000000002,0.014700000000000001
335,0.021500000000000002,0.014500000000000002
336,0.021500000000000002,0.014300000000000002
337,0.021500000000000002,0.014100000000000001
338,0.021500000000000002,0.013900000000000003
339,0.021500000000000002,0.0137
340,0.021500000000000002,0.013500000000000002
341,0.021300000000000003,0.015500000000000002
342,0.021300000000000003,0.015300000000000001
343,0.021300000000000003,0.015100000000000002
344,0.021300000000000003,0.014900000000000002
345,0.021300000000000003,0.014700000000000001
346,0.021300000000000003,0.014500000000000002
347,0.021300000000000003,0.014300000000000002
348,0.021300000000000003,0.014100000000000001
349,0.021300000000000003,0.013900000000000003
350,0.021300000000000003,0.0137
351,0.021300000000000003,0.013500000000000002
352,0.0211,0.015500000000000002
353,0.0211,0.015300000000000001
354,0.0211,0.015100000000000002
355,0.0211,0.014900000000000002
356,0.0211,0.014700000000000001
357,0.0211,0.014500000000000002
358,0.0211,0.014300000000000002
359,0.0211,0.014100000000000001
360,0.0211,0.013900000000000003
361,0.0211,0.0137
362,0.0211,0.013500000000000002
363,0.020900000000000002,0.015500000000000002
364,0.020900000000000002,0.015300000000000001
365,0.020900000000000002,0.015100000000000002
366,0.020900000000000002,0.014900000000000002
367,0.020900000000000002,0.014700000000000001
368,0.020900000000000002,0.014500000000000002
369,0.020900000000000002,0.014300000000000002
370,0.020900000000000002,0.014100000000000001
371,0.020900000000000002,0.013900000000000003
372,0.020900000000000002,0.0137
373,0.020900000000000002,0.013500000000000002
374,0.020700000000000003,0.015500000000000002
375,0.020700000000000003,0.015300000000000001
376,0.020700000000000003,0.015100000000000002
377,0.020700000000000003,0.014900000000000002
378,0.020700000000000003,0.014700000000000001
379,0.020700000000000003,0.014500000000000002
380,0.020700000000000003,0.014300000000000002
381,0.020700000000000003,0.014100000000000001
382,0.020700000000000003,0.013900000000000003
383,0.020700000000000003,0.0137
384,0.020700000000000003,0.013500000000000002
385,0.0205,0.015500000000000002
386,0.0205,0.015300000000000001
387,0.0205,0.015100000000000002
388,0.0205,0.014900000000000002
389,0.0205,0.014700000000000001
390,0.0205,0.014500000000000002
391,0.0205,0.014300000000000002
392,0.0205,0.014100000000000001
393,0.0205,0.013900000000000003
394,0.0205,0.0137
395,0.0205,0.013500000000000002
396,0.021500000000000002,0.0165
397,0.021500000000000002,0.016300000000000002
398,0.021500000000000002,0.016100000000000003
399,0.021500000000000002,0.015900000000000004
400,0.021500000000000002,0.015700000000000002
401,0.021500000000000002,0.015500000000000003
402,0.021500000000000002,0.015300000000000003
403,0.021500000000000002,0.015100000000000002
404,0.021500000000000002,0.014900000000000004
405,0.021500000000000002,0.014700000000000001
406,0.021500000000000002,0.014500000000000002
407,0.021300000000000003,0.0165
408,0.021300000000000003,0.016300000000000002
409,0.021300000000000003,0.016100000000000003
410,0.021300000000000003,0.015900000000000004
411,0.021300000000000003,0.015700000000000002
412,0.021300000000000003,0.015500000000000003
413,0.021300000000000003,0.015300000000000003
414,0.021300000000000003,0.015100000000000002
415,0.021300000000000003,0.014900000000000004
416,0.021300000000000003,0.014700000000000001
417,0.021300000000000003,0.014500000000000002
418,0.0211,0.0165
419,0.0211,0.016300000000000002
420,0.0211,0.016100000000000003
421,0.0211,0.015900000000000004
422,0.0211,0.015700000000000002
423,0.0211,0.015500000000000003
424,0.0211,0.015300000000000003
425,0.0211,0.015100000000000002
426,0.0211,0.014900000000000004
427,0.0211,0.014700000000000001
428,0.0211,0.014500000000000002
429,0.020900000000000002,0.0165
430,0.020900000000000002,0.016300000000000002
431,0.020900000000000002,0.016100000000000003
432,0.020900000000000002,0.015900000000000004
433,0.020900000000000002,0.015700000000000002
434,0.020900000000000002,0.015500000000000003
435,0.020900000000000002,0.015300000000000003
436,0.020900000000000002,0.015100000000000002
437,0.020900000000000002,0.014900000000000004
438,0.020900000000000002,0.014700000000000001
439,0.020900000000000002,0.014500000000000002
440,0.020700000000000003,0.0165
441,0.020700000000000003,0.016300000000000002
442,0.020700000000000003,0.016100000000000003
443,0.020700000000000003,0.015900000000000004
444,0.020700000000000003,0.015700000000000002
445,0.020700000000000003,0.015500000000000003
446,0.020700000000000003,0.015300000000000003
447,0.020700000000000003,0.015100000000000002
448,0.020700000000000003,0.014900000000000004
449,0.020700000000000003,0.014700000000000001
450,0.020700000000000003,0.014500000000000002
451,0.0205,0.0165
452,0.0205,0.016300000000000002
453,0.0205,0.016100000000000003
454,0.0205,0.015900000000000004
455,0.0205,0.015700000000000002
456,0.0205,0.015500000000000003
457,0.0205,0.015300000000000003
458,0.0205,0.015100000000000002
459,0.0205,0.014900000000000004
460,0.0205,0.014700000000000001
461,0.0205,0.014500000000000002
462,0.021500000000000002,0.0175
463,0.021500000000000002,0.0173
464,0.021500000000000002,0.0171
465,0.021500000000000002,0.0169
466,0.021500000000000002,0.0167
467,0.021500000000000002,0.0165
468,0.021500000000000002,0.016300000000000002
469,0.021500000000000002,0.0161
470,0.021500000000000002,0.0159
471,0.021500000000000002,0.0157
472,0.021500000000000002,0.0155
473,0.021300000000000003,0.0175
474,0.021300000000000003,0.0173
475,0.021300000000000003,0.0171
476,0.021300000000000003,0.0169
477,0.021300000000000003,0.0167
478,0.021300000000000003,0.0165
479,0.021300000000000003,0.016300000000000002
480,0.021300000000000003,0.0161
481,0.021300000000000003,0.0159
482,0.021300000000000003,0.0157
483,0.021300000000000003,0.0155
484,0.0211,0.0175
485,0.0211,0.0173
486,0.0211,0.0171
487,0.0211,0.0169
488,0.0211,0.0167
489,0.0211,0.0165
490,0.0211,0.016300000000000002
491,0.0211,0.0161
492,0.0211,0.0159
493,0.0211,0.0157
494,0.0211,0.0155
495,0.020900000000000002,0.0175
496,0.020900000000000002,0.0173
497,0.020900000000000002,0.0171
498,0.020900000000000002,0.0169
499,0.020900000000000002,0.0167
500,0.020900000000000002,0.0165
501,0.020900000000000002,0.016300000000000002
502,0.020900000000000002,0.0161
503,0.020900000000000002,0.0159
504,0.020900000000000002,0.0157
505,0.020900000000000002,0.0155
506,0.020700000000000003,0.0175
507,0.020700000000000003,0.0173
508,0.020700000000000003,0.0171
509,0.020700000000000003,0.0169
510,0.020700000000000003,0.0167
511,0.020700000000000003,0.0165
512,0.020700000000000003,0.016300000000000002
513,0.020700000000000003,0.0161
514,0.020700000000000003,0.0159
515,0.020700000000000003,0.0157
516,0.020700000000000003,0.0155
517,0.0205,0.0175
518,0.0205,0.0173
519,0.0205,0.0171
520,0.0205,0.0169
521,0.0205,0.0167
522,0.0205,0.0165
523,0.0205,0.016300000000000002
524,0.0205,0.0161
525,0.0205,0.0159
526,0.0205,0.0157
527,0.0205,0.0155
528,0.021500000000000002,0.018500000000000003
529,0.021500000000000002,0.0183
530,0.021500000000000002,0.0181
531,0.021500000000000002,0.0179
532,0.021500000000000002,0.0177
533,0.021500000000000002,0.0175
534,0.021500000000000002,0.017300000000000003
535,0.021500000000000002,0.0171
536,0.021500000000000002,0.016900000000000002
537,0.021500000000000002,0.0167
538,0.021500000000000002,0.0165
539,0.021300000000000003,0.018500000000000003
540,0.021300000000000003,0.0183
541,0.021300000000000003,0.0181
542,0.021300000000000003,0.0179
543,0.021300000000000003,0.0177
544,0.021300000000000003,0.0175
545,0.021300000000000003,0.017300000000000003
546,0.021300000000000003,0.0171
547,0.021300000000000003,0.016900000000000002
548,0.021300000000000003,0.0167
549,0.021300000000000003,0.0165
550,0.0211,0.018500000000000003
551,0.0211,0.0183
552,0.0211,0.0181
553,0.0211,0.0179
554,0.0211,0.0177
555,0.0211,0.0175
556,0.0211,0.017300000000000003
557,0.0211,0.0171
558,0.0211,0.016900000000000002
559,0.0211,0.0167
560,0.0211,0.0165
561,0.020900000000000002,0.018500000000000003
562,0.020900000000000002,0.0183
563,0.020900000000000002,0.0181
564,0.020900000000000002,0.0179
565,0.020900000000000002,0.0177
566,0.020900000000000002,0.0175
567,0.020900000000000002,0.017300000000000003
568,0.020900000000000002,0.0171
569,0.020900000000000002,0.016900000000000002
570,0.020900000000000002,0.0167
571,0.020900000000000002,0.0165
572,0.020700000000000003,0.018500000000000003
573,0.020700000000000003,0.0183
574,0.020700000000000003,0.0181
575,0.020700000000000003,0.0179
576,0.020700000000000003,0.0177
577,0.020700000000000003,0.0175
578,0.020700000000000003,0.017300000000000003
579,0.020700000000000003,0.0171
580,0.020700000000000003,0.016900000000000002
581,0.020700000000000003,0.0167
582,0.020700000000000003,0.0165
583,0.0205,0.018500000000000003
584,0.0205,0.0183
585,0.0205,0.0181
586,0.0205,0.0179
587,0.0205,0.0177
588,0.0205,0.0175
589,0.0205,0.017300000000000003
590,0.0205,0.0171
591,0.0205,0.016900000000000002
592,0.0205,0.0167
593,0.0205,0.0165
594,0.021500000000000002,0.019500000000000003
595,0.021500000000000002,0.0193
596,0.021500000000000002,0.019100000000000002
597,0.021500000000000002,0.0189
598,0.021500000000000002,0.0187
599,0.021500000000000002,0.018500000000000003
600,0.021500000000000002,0.018300000000000004
601,0.021500000000000002,0.0181
602,0.021500000000000002,0.017900000000000003
603,0.021500000000000002,0.0177
604,0.021500000000000002,0.0175
605,0.021300000000000003,0.019500000000000003
606,0.021300000000000003,0.0193
607,0.021300000000000003,0.019100000000000002
608,0.021300000000000003,0.0189
609,0.021300000000000003,0.0187
610,0.021300000000000003,0.018500000000000003
611,0.021300000000000003,0.018300000000000004
612,0.021300000000000003,0.0181
613,0.021300000000000003,0.017900000000000003
614,0.021300000000000003,0.0177
615,0.021300000000000003,0.0175
616,0.0211,0.019500000000000003
617,0.0211,0.0193
618,0.0211,0.019100000000000002
619,0.0211,0.0189
620,0.0211,0.0187
621,0.0211,0.018500000000000003
622,0.0211,0.018300000000000004
623,0.0211,0.0181
624,0.0211,0.017900000000000003
625,0.0211,0.0177
626,0.0211,0.0175
627,0.020900000000000002,0.019500000000000003
628,0.020900000000000002,0.0193
629,0.020900000000000002,0.019100000000000002
630,0.020900000000000002,0.0189
631,0.020900000000000002,0.0187
632,0.020900000000000002,0.018500000000000003
633,0.020900000000000002,0.018300000000000004
634,0.020900000000000002,0.0181
635,0.020900000000000002,0.017900000000000003
636,0.020900000000000002,0.0177
637,0.020900000000000002,0.0175
638,0.020700000000000003,0.019500000000000003
639,0.020700000000000003,0.0193
640,0.020700000000000003,0.019100000000000002
641,0.020700000000000003,0.0189
642,0.020700000000000003,0.0187
643,0.020700000000000003,0.018500000000000003
644,0.020700000000000003,0.018300000000000004
645,0.020700000000000003,0.0181
646,0.020700000000000003,0.017900000000000003
647,0.020700000000000003,0.0177
648,0.020700000000000003,0.0175
649,0.0205,0.019500000000000003
650,0.0205,0.0193
651,0.0205,0.019100000000000002
652,0.0205,0.0189
653,0.0205,0.0187
654,0.0205,0.018500000000000003
655,0.0205,0.018300000000000004
656,0.0205,0.0181
657,0.0205,0.017900000000000003
658,0.0205,0.0177
659,0.0205,0.0175
660,0.0225,0.015500000000000002
661,0.0225,0.015300000000000001
662,0.0225,0.015100000000000002
663,0.0225,0.014900000000000002
664,0.0225,0.014700000000000001
665,0.0225,0.014500000000000002
666,0.0225,0.014300000000000002
667,0.0225,0.014100000000000001
668,0.0225,0.013900000000000003
669,0.0225,0.0137
670,0.0225,0.013500000000000002
671,0.0223,0.015500000000000002
672,0.0223,0.015300000000000001
673,0.0223,0.015100000000000002
674,0.0223,0.014900000000000002
675,0.0223,0.014700000000000001
676,0.0223,0.014500000000000002
677,0.0223,0.014300000000000002
678,0.0223,0.014100000000000001
679,0.0223,0.013900000000000003
680,0.0223,0.0137
681,0.0223,0.013500000000000002
682,0.022099999999999998,0.015500000000000002
683,0.022099999999999998,0.015300000000000001
684,0.022099999999999998,0.015100000000000002
685,0.022099999999999998,0.014900000000000002
686,0.022099999999999998,0.014700000000000001
687,0.022099999999999998,0.014500000000000002
688,0.022099999999999998,0.014300000000000002
689,0.022099999999999998,0.014100000000000001
690,0.022099999999999998,0.013900000000000003
691,0.022099999999999998,0.0137
692,0.022099999999999998,0.013500000000000002
693,0.0219,0.015500000000000002
694,0.0219,0.015300000000000001
695,0.0219,0.015100000000000002
696,0.0219,0.014900000000000002
697,0.0219,0.014700000000000001
698,0.0219,0.014500000000000002
699,0.0219,0.014300000000000002
700,0.0219,0.014100000000000001
701,0.0219,0.013900000000000003
702,0.0219,0.0137
703,0.0219,0.013500000000000002
704,0.0217,0.015500000000000002
705,0.0217,0.015300000000000001
706,0.0217,0.015100000000000002
707,0.0217,0.014900000000000002
708,0.0217,0.014700000000000001
709,0.0217,0.014500000000000002
710,0.0217,0.014300000000000002
711,0.0217,0.014100000000000001
712,0.0217,0.013900000000000003
713,0.0217,0.0137
714,0.0217,0.013500000000000002
715,0.0215,0.015500000000000002
716,0.0215,0.015300000000000001
717,0.0215,0.015100000000000002
718,0.0215,0.014900000000000002
719,0.0215,0.014700000000000001
720,0.0215,0.014500000000000002
721,0.0215,0.014300000000000002
722,0.0215,0.014100000000000001
723,0.0215,0.013900000000000003
724,0.0215,0.0137
725,0.0215,0.013500000000000002
726,0.0225,0.0165
727,0.0225,0.016300000000000002
728,0.0225,0.016100000000000003
729,0.0225,0.015900000000000004
730,0.0225,0.015700000000000002
731,0.0225,0.015500000000000003
732,0.0225,0.015300000000000003
733,0.0225,0.015100000000000002
734,0.0225,0.014900000000000004
735,0.0225,0.014700000000000001
736,0.0225,0.014500000000000002
737,0.0223,0.0165
738,0.0223,0.016300000000000002
739,0.0223,0.016100000000000003
740,0.0223,0.015900000000000004
741,0.0223,0.015700000000000002
742,0.0223,0.015500000000000003
743,0.0223,0.015300000000000003
744,0.0223,0.015100000000000002
745,0.0223,0.014900000000000004
746,0.0223,0.014700000000000001
747,0.0223,0.014500000000000002
748,0.022099999999999998,0.0165
749,0.022099999999999998,0.016300000000000002
750,0.022099999999999998,0.016100000000000003
751,0.022099999999999998,0.015900000000000004
752,0.022099999999999998,0.015700000000000002
753,0.022099999999999998,0.015500000000000003
754,0.022099999999999998,0.015300000000000003
755,0.022099999999999998,0.015100000000000002
756,0.022099999999999998,0.014900000000000004
757,0.022099999999999998,0.014700000000000001
758,0.022099999999999998,0.014500000000000002
759,0.0219,0.0165
760,0.0219,0.016300000000000002
761,0.0219,0.016100000000000003
762,0.0219,0.015900000000000004
763,0.0219,0.015700000000000002
764,0.0219,0.015500000000000003
765,0.0219,0.015300000000000003
766,0.0219,0.015100000000000002
767,0.0219,0.014900000000000004
768,0.0219,0.014700000000000001
769,0.0219,0.014500000000000002
770,0.0217,0.0165
771,0.0217,0.016300000000000002
772,0.0217,0.016100000000000003
773,0.0217,0.015900000000000004
774,0.0217,0.015700000000000002
775,0.0217,0.015500000000000003
776,0.0217,0.015300000000000003
777,0.0217,0.015100000000000002
778,0.0217,0.014900000000000004
779,0.0217,0.014700000000000001
780,0.0217,0.014500000000000002
781,0.0215,0.0165
782,0.0215,0.016300000000000002
783,0.0215,0.016100000000000003
784,0.0215,0.015900000000000004
785,0.0215,0.015700000000000002
786,0.0215,0.015500000000000003
787,0.0215,0.015300000000000003
788,0.0215,0.015100000000000002
789,0.0215,0.014900000000000004
790,0.0215,0.014700000000000001
791,0.0215,0.014500000000000002
792,0.0225,0.0175
793,0.0225,0.0173
794,0.0225,0.0171
795,0.0225,0.0169
796,0.0225,0.0167
797,0.0225,0.0165
798,0.0225,0.016300000000000002
799,0.0225,0.0161
800,0.0225,0.0159
801,0.0225,0.0157
802,0.0225,0.0155
803,0.0223,0.0175
804,0.0223,0.0173
805,0.0223,0.0171
806,0.0223,0.0169
807,0.0223,0.0167
808,0.0223,0.0165
809,0.0223,0.016300000000000002
810,0.0223,0.0161
811,0.0223,0.0159
812,0.0223,0.0157
813,0.0223,0.0155
814,0.022099999999999998,0.0175
815,0.022099999999999998,0.0173
816,0.022099999999999998,0.0171
817,0.022099999999999998,0.0169
818,0.022099999999999998,0.0167
819,0.022099999999999998,0.0165
820,0.022099999999999998,0.016300000000000002
821,0.022099999999999998,0.0161
822,0.022099999999999998,0.0159
823,0.022099999999999998,0.0157
824,0.022099999999999998,0.0155
825,0.0219,0.0175
826,0.0219,0.0173
827,0.0219,0.0171
828,0.0219,0.0169
829,0.0219,0.0167
830,0.0219,0.0165
831,0.0219,0.016300000000000002
832,0.0219,0.0161
833,0.0219,0.0159
834,0.0219,0.0157
835,0.0219,0.0155
836,0.0217,0.0175
837,0.0217,0.0173
838,0.0217,0.0171
839,0.0217,0.0169
840,0.0217,0.0167
841,0.0217,0.0165
842,0.0217,0.016300000000000002
843,0.0217,0.0161
844,0.0217,0.0159
845,0.0217,0.0157
846,0.0217,0.0155
847,0.0215,0.0175
848,0.0215,0.0173
849,0.0215,0.0171
850,0.0215,0.0169
851,0.0215,0.0167
852,0.0215,0.0165
853,0.0215,0.016300000000000002
854,0.0215,0.0161
855,0.0215,0.0159
856,0.0215,0.0157
857,0.0215,0.0155
858,0.0225,0.018500000000000003
859,0.0225,0.0183
860,0.0225,0.0181
861,0.0225,0.0179
862,0.0225,0.0177
863,0.0225,0.0175
864,0.0225,0.017300000000000003
865,0.0225,0.0171
866,0.0225,0.016900000000000002
867,0.0225,0.0167
868,0.0225,0.0165
869,0.0223,0.018500000000000003
870,0.0223,0.0183
871,0.0223,0.0181
872,0.0223,0.0179
873,0.0223,0.0177
874,0.0223,0.0175
875,0.0223,0.017300000000000003
876,0.0223,0.0171
877,0.0223,0.016900000000000002
878,0.0223,0.0167
879,0.0223,0.0165
880,0.022099999999999998,0.018500000000000003
881,0.022099999999999998,0.0183
