"","DIP_Rate","Cell_Line"
"2020",0.00772137471946401,"PC9-DS8"
"2021",0.000504510174218701,"PC9-DS8"
"2022",0.00776919611026986,"PC9-DS8"
"2023",-0.00208724655232963,"PC9-DS8"
"2024",-0.000379957396917216,"PC9-DS8"
"2025",0.00374839543366973,"PC9-DS8"
"2026",0.013489237346919,"PC9-DS8"
"2027",0.00665938076871249,"PC9-DS8"
"2028",0.00645647589258238,"PC9-DS8"
"2029",0.00718000072217527,"PC9-DS8"
"2030",0.00153610557919116,"PC9-DS8"
"2031",0.00272528669388901,"PC9-DS8"
"2032",0.0109361813021411,"PC9-DS8"
"2033",0.00127499673923305,"PC9-DS8"
"2034",0.00175434970797755,"PC9-DS8"
"2035",0.00292298609532616,"PC9-DS8"
"2036",0.0126492890930271,"PC9-DS8"
"2037",0.00132816513371678,"PC9-DS8"
"2038",0.00126813919658557,"PC9-DS8"
"2039",-4.16714399477721e-05,"PC9-DS8"
"2040",0.0127238360040291,"PC9-DS8"
"2041",0.00780674970732931,"PC9-DS8"
"2042",0.00632888950616849,"PC9-DS8"
"2043",0.00544988547861212,"PC9-DS8"
"2044",0.00719462974914281,"PC9-DS8"
"2045",-0.000999403384792283,"PC9-DS8"
"2046",0.00725093694103497,"PC9-DS8"
"2047",0.0156263944400692,"PC9-DS8"
"2048",0.0011189138522489,"PC9-DS8"
"2049",0.00988686448609351,"PC9-DS8"
"2050",0.00845074249566491,"PC9-DS8"
"2051",0.0166859042881232,"PC9-DS8"
"2052",0.00215901365415544,"PC9-DS8"
"2053",0.00642651346145841,"PC9-DS8"
"2054",-0.00095527810423075,"PC9-DS8"
"2055",0.00193332672612757,"PC9-DS8"
"2056",0.00928214617232754,"PC9-DS8"
"2057",0.00168032027586899,"PC9-DS8"
"2058",0.000653608715636193,"PC9-DS8"
"2059",0.00278584228468338,"PC9-DS8"
"2060",0.0106967585090516,"PC9-DS8"
"2061",0.00491408061900724,"PC9-DS8"
"2062",0.00586003064963204,"PC9-DS8"
"2063",0.00700585676526663,"PC9-DS8"
"2064",-0.0024247985542404,"PC9-DS8"
"2065",-0.00100440223364167,"PC9-DS8"
"2066",0.00487462495714013,"PC9-DS8"
"2067",0.00777847244207261,"PC9-DS8"
"2068",0.00897077437166811,"PC9-DS8"
"2069",0.00516677970043884,"PC9-DS8"
"2070",0.0144625948273164,"PC9-DS8"
"2071",-0.0014844085256116,"PC9-DS8"
"2072",0.0105514760946355,"PC9-DS8"
"2073",0.00563738074380054,"PC9-DS8"
"2074",0.00652938808386362,"PC9-DS8"
"2075",-2.70421721227776e-05,"PC9-DS8"
"2076",0.00910267223258459,"PC9-DS8"
"2077",0.0163168130114163,"PC9-DS8"
"2078",-0.000571615810701382,"PC9-DS8"
"2079",0.0139426023324721,"PC9-DS8"
"2080",0.00532621209250995,"PC9-DS8"
"2081",0.00396282381651409,"PC9-DS8"
"2082",-0.000313804728406797,"PC9-DS8"
"2083",0.0148497329312589,"PC9-DS8"
"2084",0.00611545606895748,"PC9-DS8"
"2085",0.0135532439575597,"PC9-DS8"
"2086",0.00944650940886247,"PC9-DS8"
"2087",0.00843532367604985,"PC9-DS8"
"2088",0.000127178662211128,"PC9-DS8"
"2089",0.0156498199610435,"PC9-DS8"
"2090",0.00850200394126908,"PC9-DS8"
"2091",0.00115328152417238,"PC9-DS8"
"2092",0.0139885438733231,"PC9-DS8"
"2093",0.0091126754893476,"PC9-DS8"
"2094",0.00699378099683795,"PC9-DS8"
"2095",0.00668691631832447,"PC9-DS8"
"2096",-0.000443277390199474,"PC9-DS8"
"2097",0.00815759794402219,"PC9-DS8"
"2098",0.00792361060674511,"PC9-DS8"
"2099",0.0122113289022635,"PC9-DS8"
"2100",0.00687952625272584,"PC9-DS8"
"2101",0.00049068528046083,"PC9-DS8"
"2102",0.000163396578095688,"PC9-DS8"
"2103",0.0133414164422211,"PC9-DS8"
"2104",0.000509025559861979,"PC9-DS8"
"2105",-0.0004469662411139,"PC9-DS8"
"2106",0.0127723978308967,"PC9-DS8"
"2107",0.000111564308052068,"PC9-DS8"
"2108",0.000899678892926737,"PC9-DS8"
"2109",0.00857592894980557,"PC9-DS8"
"2110",0.00215026395426612,"PC9-DS8"
"2111",0.00925836511444812,"PC9-DS8"
"2112",0.0171480252738448,"PC9-DS8"
"2113",0.000790253616384708,"PC9-DS8"
"2114",0.00744676849993407,"PC9-DS8"
"2115",0.0126593121426352,"PC9-DS8"
"2116",0.00174015863953974,"PC9-DS8"
"2117",0.00933979868764752,"PC9-DS8"
"2118",0.0031674721718659,"PC9-DS8"
"2119",-0.00178304154645819,"PC9-DS8"
"2120",0.000206024530887692,"PC9-DS8"
"2121",0.00150410591334427,"PC9-DS8"
"2122",0.0116494713747623,"PC9-DS8"
"2123",0.0133791601698595,"PC9-DS8"
"2124",0.00677838993873175,"PC9-DS8"
"2125",0.00720073089663472,"PC9-DS8"
"2126",-0.000249401649051722,"PC9-DS8"
"2127",0.00360523208741738,"PC9-DS8"
"2128",-0.0013137792735711,"PC9-DS8"
"2129",-0.00209987063212443,"PC9-DS8"
"2130",0.000544682833594313,"PC9-DS8"
"2131",0.00858886954224209,"PC9-DS8"
"2132",0.00171646006188372,"PC9-DS8"
"2133",-0.00144527243359619,"PC9-DS8"
"2134",0.00840339954796853,"PC9-DS8"
"2135",0.00678816001596134,"PC9-DS8"
"2136",0.00861174505212328,"PC9-DS8"
"2137",0.000265267988961152,"PC9-DS8"
"2138",0.00102582747711087,"PC9-DS8"
"2139",0.00612333934389406,"PC9-DS8"
"2140",0.0103259163785295,"PC9-DS8"
"2141",-0.00118280559565567,"PC9-DS8"
"2142",0.0136955552332706,"PC9-DS8"
"2143",0.00110494242146744,"PC9-DS8"
"2144",0.00472849767611713,"PC9-DS8"
"2145",0.00962774285769454,"PC9-DS8"
"2146",0.00412851599673745,"PC9-DS8"
"2147",0.000769702539729102,"PC9-DS8"
"2148",0.000478480037633272,"PC9-DS8"
"2149",0.00215112400688547,"PC9-DS8"
"2150",0.00842315164124208,"PC9-DS8"
"2151",0.00144458555349121,"PC9-DS8"
"2152",0.0128493512447601,"PC9-DS8"
"2153",0.00129315458032368,"PC9-DS8"
"2154",0.00374904445857091,"PC9-DS8"
"2155",0.0098455999859331,"PC9-DS8"
"2156",0.00314080586340882,"PC9-DS8"
"2157",0.00352991982061086,"PC9-DS8"
"2158",0.00945470417704102,"PC9-DS8"
"2159",0.00318887758169224,"PC9-DS8"
"2160",-0.000152887916112976,"PC9-DS8"
"2161",0.00182159209192465,"PC9-DS8"
"2162",0.00230891323752531,"PC9-DS8"
"2163",0.0082375395449221,"PC9-DS8"
"2164",0.00508265200136242,"PC9-DS8"
"2165",-0.00321224403942195,"PC9-DS8"
"2166",0.00863703722439943,"PC9-DS8"
"2167",-0.00266111151437218,"PC9-DS8"
"2168",0.00096695599749249,"PC9-DS8"
"2169",0.00512418074869472,"PC9-DS8"
"2170",0.00216755335165244,"PC9-DS8"
"2171",-0.00116903784709356,"PC9-DS8"
"2172",-0.00299162806515005,"PC9-DS8"
"2173",0.00798906699714783,"PC9-DS8"
"2174",-0.000809507781101465,"PC9-DS8"
"2175",0.00122226618191529,"PC9-DS8"
"2176",0.00376582833704357,"PC9-DS8"
"2177",-0.000785452242224426,"PC9-DS8"
"2178",0.00943976816754953,"PC9-DS8"
"2179",0.00893476350390762,"PC9-DS8"
"2180",0.00918081070857067,"PC9-DS8"
"2181",0.000320221997526843,"PC9-DS8"
"2182",-0.00114241048420293,"PC9-DS8"
"2183",0.00222476759862672,"PC9-DS8"
"2184",0.000290075800407974,"PC9-DS8"
"2185",0.00638650212708674,"PC9-DS8"
"2186",0.00722840219543452,"PC9-DS8"
"2187",0.000807047761728113,"PC9-DS8"
"2188",0.00204038543526413,"PC9-DS8"
"2189",0.00108045776195455,"PC9-DS8"
"2190",0.000925172233739847,"PC9-DS8"
"2191",0.00113831564897334,"PC9-DS8"
"2192",0.00125724035855486,"PC9-DS8"
"2193",0.000704016328145274,"PC9-DS8"
"2194",0.0113092434619466,"PC9-DS8"
"2195",0.00563459342487225,"PC9-DS8"
"2196",0.00478232968555019,"PC9-DS8"
"2197",0.00127382438817228,"PC9-DS8"
"2198",0.00713671137080496,"PC9-DS8"
"2199",0.00672664564594872,"PC9-DS8"
"2200",0.00664510246664849,"PC9-DS8"
"2201",0.000244938258737474,"PC9-DS8"
"2202",0.00583186192542361,"PC9-DS8"
"2203",0.00653296702702777,"PC9-DS8"
"2204",-0.00160357536113029,"PC9-DS8"
"2205",0.000614076848916945,"PC9-DS8"
"2206",0.00167861321643132,"PC9-DS8"
"2207",-0.00298261041756369,"PC9-DS8"
"2208",0.00350822411962929,"PC9-DS8"
"2209",0.000659768249823667,"PC9-DS8"
"2210",0.00390968816252707,"PC9-DS8"
"2211",0.000402201490608218,"PC9-DS8"
"2212",0.00136119711378819,"PC9-DS8"
"2213",0.0158800913995034,"PC9-DS8"
"2214",-0.000163109332035815,"PC9-DS8"
"2215",-0.0014038049927841,"PC9-DS8"
"2216",0.00107836129613113,"PC9-DS8"
"2217",0.0124086374812063,"PC9-DS8"
"2218",0.00441694615575673,"PC9-DS8"
"2219",0.000205887595002788,"PC9-DS8"
"2220",0.00985032862820375,"PC9-DS8"
"2221",0.0116990640701168,"PC9-DS8"
"2222",0.00155547871507227,"PC9-DS8"
"2223",-0.00147150632791197,"PC9-DS8"
"2224",0.00130008360736549,"PC9-DS8"
"2225",0.000493284017430617,"PC9-DS8"
"2226",-0.000694731764184405,"PC9-DS8"
"2227",0.00151147247484459,"PC9-DS8"
"2228",-0.000782123829839703,"PC9-DS8"
"2229",0.00185115304689353,"PC9-DS8"
"2230",0.00136015202518955,"PC9-DS8"
"2231",0.00192304155520642,"PC9-DS8"
"2232",0.00108084307806128,"PC9-DS8"
"2233",-0.000359661364047144,"PC9-DS8"
"2234",0.00103184588740918,"PC9-DS8"
"2235",0.0023730243449088,"PC9-DS8"
"2236",0.000681361871066084,"PC9-DS8"
"2237",0.00293992366706578,"PC9-DS8"
"2238",0.00105774933561589,"PC9-DS8"
"2239",0.0104673581814974,"PC9-DS8"
"2240",-0.00140153055233448,"PC9-DS8"
"2241",0.0102825588881852,"PC9-DS8"
"2242",-0.000599409438751167,"PC9-DS8"
"2243",-0.00455865808958074,"PC9-DS8"
"2244",0.0113882164694122,"PC9-DS8"
"2245",-0.00116945911525876,"PC9-DS8"
"2246",0.0123067461842232,"PC9-DS8"
"2247",3.91131155819569e-05,"PC9-DS8"
"2248",0.00230016859499956,"PC9-DS8"
"2249",0.000513493889567892,"PC9-DS8"
"2250",0.0114067550917101,"PC9-DS8"
"2251",-0.000167976263471656,"PC9-DS8"
"2252",0.00192501420464479,"PC9-DS8"
"2253",0.00353808520078037,"PC9-DS8"
"2254",-0.000585196670535857,"PC9-DS8"
"2255",0.00291955055073994,"PC9-DS8"
"2256",0.00232296337712095,"PC9-DS8"
"2257",0.00200134300502715,"PC9-DS8"
"2258",0.0110804690592078,"PC9-DS8"
"2259",0.0083880805733177,"PC9-DS8"
"2260",0.00993616162128966,"PC9-DS8"
"2261",0.00107296673781725,"PC9-DS8"
"2262",0.0102848795674811,"PC9-DS8"
"2263",0.00117761564313796,"PC9-DS8"
"2264",0.00973982738728019,"PC9-DS8"
"2265",0.000805153082933456,"PC9-DS8"
"2266",0.00462868565630571,"PC9-DS8"
"2267",0.000986354436200175,"PC9-DS8"
"2268",0.00111478320270501,"PC9-DS8"
"2269",-0.000594414124425992,"PC9-DS8"
"2270",-0.000830862425401922,"PC9-DS8"
"2271",0.00134880758288442,"PC9-DS8"
"2272",-0.000762136367180316,"PC9-DS8"
"2273",0.00441975383089075,"PC9-DS8"
"2274",0.00512176852404842,"PC9-DS8"
"2275",-0.000754662720570025,"PC9-DS8"
"2276",4.26532573327794e-05,"PC9-DS8"
"2277",-0.00189143999845089,"PC9-DS8"
"2278",0.00121940496167454,"PC9-DS8"
"2279",0.00176758228321735,"PC9-DS8"
"2280",0.000107771950495186,"PC9-DS8"
"2281",0.00260469278813526,"PC9-DS8"
"2282",0.0127081080592077,"PC9-DS8"
"2283",-0.000546615280315751,"PC9-DS8"
"2284",0.00620472838687199,"PC9-DS8"
"2285",-0.00342237176826433,"PC9-DS8"
"2286",0.000478366731675838,"PC9-DS8"
"2287",0.00142127342254772,"PC9-DS8"
"2288",-0.000760461053811634,"PC9-DS8"
"2289",-0.00143121468217186,"PC9-DS8"
"2290",-0.000680421404483779,"PC9-DS8"
"2291",0.000548437764066316,"PC9-DS8"
"2292",0.000305088778790109,"PC9-DS8"
"2293",0.000844890787611574,"PC9-DS8"
"2294",-0.00147570596449108,"PC9-DS8"
"2295",0.00136923735162578,"PC9-DS8"
"2296",-1.18144241086617e-05,"PC9-DS8"
"2297",-0.00275755301531676,"PC9-DS8"
"2298",0.00291107921110374,"PC9-DS7"
"2299",0.00386561997581376,"PC9-DS7"
"2300",0.0039433403326612,"PC9-DS7"
"2301",0.00514289582673609,"PC9-DS7"
"2302",0.00424172963947698,"PC9-DS7"
"2303",0.00155231844390015,"PC9-DS7"
"2304",0.00414828248922864,"PC9-DS7"
"2305",0.0010963720760913,"PC9-DS7"
"2306",0.00243029594453433,"PC9-DS7"
"2307",0.00351014887896796,"PC9-DS7"
"2308",0.00282544322684999,"PC9-DS7"
"2309",0.00251222589800039,"PC9-DS7"
"2310",0.00105954308198469,"PC9-DS7"
"2311",0.00190587370852536,"PC9-DS7"
"2312",0.00096822583633439,"PC9-DS7"
"2313",-0.000889809007383447,"PC9-DS7"
"2314",-0.000933661152154782,"PC9-DS7"
"2315",-0.00074809990048791,"PC9-DS7"
"2316",0.00320351787903891,"PC9-DS7"
"2317",0.00641553369547906,"PC9-DS7"
"2318",-0.00102675952347374,"PC9-DS7"
"2319",0.00298488601050018,"PC9-DS7"
"2320",0.00247438211759559,"PC9-DS7"
"2321",0.00550789523692213,"PC9-DS7"
"2322",0.00746668065804455,"PC9-DS7"
"2323",0.0031657192799603,"PC9-DS7"
"2324",0.00326557254419587,"PC9-DS7"
"2325",0.00398168396263652,"PC9-DS7"
"2326",-0.000483095697935873,"PC9-DS7"
"2327",0.000629764169647063,"PC9-DS7"
"2328",0.000374722796998487,"PC9-DS7"
"2329",-0.00287218329252453,"PC9-DS7"
"2330",0.00379717983782465,"PC9-DS7"
"2331",5.2182794162342e-05,"PC9-DS7"
"2332",0.0022566762027771,"PC9-DS7"
"2333",0.00234789992540929,"PC9-DS7"
"2334",-0.000127567640042322,"PC9-DS7"
"2335",0.00132224588046374,"PC9-DS7"
"2336",0.00189136936020222,"PC9-DS7"
"2337",6.87951648744047e-06,"PC9-DS7"
"2338",0.00261558486620622,"PC9-DS7"
"2339",0.00276967047907001,"PC9-DS7"
"2340",0.000356541811056262,"PC9-DS7"
"2341",0.00623424069147547,"PC9-DS7"
"2342",0.000964577864576965,"PC9-DS7"
"2343",0.00187085224272507,"PC9-DS7"
"2344",-0.000304680957829608,"PC9-DS7"
"2345",-0.000650230288300841,"PC9-DS7"
"2346",0.0028244791112711,"PC9-DS7"
"2347",0.00472354984027361,"PC9-DS7"
"2348",0.000900550989890388,"PC9-DS7"
"2349",-0.00207631152974329,"PC9-DS7"
"2350",0.00440848112415554,"PC9-DS7"
"2351",0.000910786084975551,"PC9-DS7"
"2352",-0.000134393625935299,"PC9-DS7"
"2353",0.000937600173056884,"PC9-DS7"
