,p-value,cell.line,DIP1,DIP2,div1,div2,dth1,dth2
122,0.0007611576168659875,PC9.DS8,0.0015,0.005699999999999999,0.026,0.027,0.024499999999999997,0.0213
123,2.2825987516357946e-06,PC9.DS8,0.0015,0.0059,0.026,0.027,0.024499999999999997,0.0211
124,0.00012050448406223642,PC9.DS8,0.0015,0.0060999999999999995,0.026,0.027,0.024499999999999997,0.020900000000000002
125,0.0002043995362879488,PC9.DS8,0.0015,0.0063,0.026,0.027,0.024499999999999997,0.0207
126,0.0008005314636479399,PC9.DS8,0.0015,0.0065,0.026,0.027,0.024499999999999997,0.0205
127,0.0019258374465741766,PC9.DS8,0.0015,0.006699999999999999,0.026,0.027,0.024499999999999997,0.0203
128,0.00016534256403150693,PC9.DS8,0.0015,0.0069,0.026,0.027,0.024499999999999997,0.0201
129,0.0001201394682789875,PC9.DS8,0.0015,0.0070999999999999995,0.026,0.027,0.024499999999999997,0.0199
130,0.00011932292156845007,PC9.DS8,0.0015,0.0073,0.026,0.027,0.024499999999999997,0.0197
131,2.843901541886294e-06,PC9.DS8,0.0015,0.0075,0.026,0.027,0.024499999999999997,0.0195
132,0.0006972739718379531,PC9.DS8,0.0005,0.0055,0.026,0.027999999999999997,0.0255,0.0225
133,0.0043188585711299,PC9.DS8,0.0005,0.005699999999999999,0.026,0.027999999999999997,0.0255,0.022299999999999997
134,0.0015131262816322907,PC9.DS8,0.0005,0.0059,0.026,0.027999999999999997,0.0255,0.022099999999999998
135,9.001356155094171e-05,PC9.DS8,0.0005,0.0060999999999999995,0.026,0.027999999999999997,0.0255,0.021899999999999996
136,0.0017010443237224161,PC9.DS8,0.0005,0.0063,0.026,0.027999999999999997,0.0255,0.021699999999999997
137,0.0001560163136450917,PC9.DS8,0.0005,0.0065,0.026,0.027999999999999997,0.0255,0.0215
138,0.0003943613269438928,PC9.DS8,0.0005,0.006699999999999999,0.026,0.027999999999999997,0.0255,0.0213
139,0.0005577105189976468,PC9.DS8,0.0005,0.0069,0.026,0.027999999999999997,0.0255,0.021099999999999997
140,0.00024829080057130063,PC9.DS8,0.0005,0.0070999999999999995,0.026,0.027999999999999997,0.0255,0.0209
141,0.019684290485740937,PC9.DS8,0.0005,0.0073,0.026,0.027999999999999997,0.0255,0.020699999999999996
142,0.0005618786291906191,PC9.DS8,0.0005,0.0075,0.026,0.027999999999999997,0.0255,0.020499999999999997
143,0.00010050242124087379,PC9.DS8,0.0007,0.0055,0.026,0.027999999999999997,0.0253,0.0225
144,0.019943430673247588,PC9.DS8,0.0007,0.005699999999999999,0.026,0.027999999999999997,0.0253,0.022299999999999997
145,0.00028015299845768414,PC9.DS8,0.0007,0.0059,0.026,0.027999999999999997,0.0253,0.022099999999999998
146,0.10071926645564376,PC9.DS8,0.0007,0.0060999999999999995,0.026,0.027999999999999997,0.0253,0.021899999999999996
147,0.01097715051280303,PC9.DS8,0.0007,0.0063,0.026,0.027999999999999997,0.0253,0.021699999999999997
148,0.0005790197893524676,PC9.DS8,0.0007,0.0065,0.026,0.027999999999999997,0.0253,0.0215
149,0.0032730582575678175,PC9.DS8,0.0007,0.006699999999999999,0.026,0.027999999999999997,0.0253,0.0213
150,0.00026940162698331765,PC9.DS8,0.0007,0.0069,0.026,0.027999999999999997,0.0253,0.021099999999999997
151,0.0922161740755032,PC9.DS8,0.0007,0.0070999999999999995,0.026,0.027999999999999997,0.0253,0.0209
152,0.0012281082312056812,PC9.DS8,0.0007,0.0073,0.026,0.027999999999999997,0.0253,0.020699999999999996
153,0.00043968471288165727,PC9.DS8,0.0007,0.0075,0.026,0.027999999999999997,0.0253,0.020499999999999997
154,0.024935317835569154,PC9.DS8,0.0009,0.0055,0.026,0.027999999999999997,0.025099999999999997,0.0225
155,0.024740495698258858,PC9.DS8,0.0009,0.005699999999999999,0.026,0.027999999999999997,0.025099999999999997,0.022299999999999997
156,0.0021339505016303873,PC9.DS8,0.0009,0.0059,0.026,0.027999999999999997,0.025099999999999997,0.022099999999999998
157,0.000872034023878584,PC9.DS8,0.0009,0.0060999999999999995,0.026,0.027999999999999997,0.025099999999999997,0.021899999999999996
