,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
94,0.0018882959598997759,not.assigned,0.0009,0.021,0.0201,94,not.assigned
95,0.003230286027164721,not.assigned,0.0009,0.021,0.0201,95,not.assigned
96,1.0823217291153632e-05,not.assigned,0.0009,0.021,0.0201,96,not.assigned
97,0.044589766556547894,not.assigned,0.0009,0.021,0.0201,97,not.assigned
98,0.0002205465995575171,not.assigned,0.0009,0.021,0.0201,98,not.assigned
99,0.0012902656346723744,not.assigned,0.0011,0.021,0.0199,99,not.assigned
100,0.003603033050925061,not.assigned,0.0011,0.021,0.0199,100,not.assigned
101,0.011345653279758977,not.assigned,0.0011,0.021,0.0199,101,not.assigned
102,0.017103833219174473,not.assigned,0.0011,0.021,0.0199,102,not.assigned
103,0.08212426754793359,not.assigned,0.0011,0.021,0.0199,103,not.assigned
104,0.009823742691812177,not.assigned,0.0011,0.021,0.0199,104,not.assigned
105,0.004333275453241655,not.assigned,0.0011,0.021,0.0199,105,not.assigned
106,0.0010477331873493892,not.assigned,0.0011,0.021,0.0199,106,not.assigned
107,0.00354476215219414,not.assigned,0.0011,0.021,0.0199,107,not.assigned
108,0.00456147170722551,not.assigned,0.0011,0.021,0.0199,108,not.assigned
109,0.006665410778719202,not.assigned,0.0011,0.021,0.0199,109,not.assigned
110,0.0006806702361152709,not.assigned,0.0013,0.021,0.019700000000000002,110,not.assigned
111,0.01366097992468279,not.assigned,0.0013,0.021,0.019700000000000002,111,not.assigned
112,0.012562206463416192,not.assigned,0.0013,0.021,0.019700000000000002,112,not.assigned
113,0.00010917560427386917,not.assigned,0.0013,0.021,0.019700000000000002,113,not.assigned
114,0.011268440515720648,not.assigned,0.0013,0.021,0.019700000000000002,114,not.assigned
115,0.013437782358260248,not.assigned,0.0013,0.021,0.019700000000000002,115,not.assigned
116,0.0008050656317228034,not.assigned,0.0013,0.021,0.019700000000000002,116,not.assigned
117,0.00014200236467333196,not.assigned,0.0013,0.021,0.019700000000000002,117,not.assigned
118,0.010754079919566287,not.assigned,0.0013,0.021,0.019700000000000002,118,not.assigned
119,0.019507760948266444,not.assigned,0.0013,0.021,0.019700000000000002,119,not.assigned
120,0.017124128347733077,not.assigned,0.0013,0.021,0.019700000000000002,120,not.assigned
121,2.968146390063354e-05,not.assigned,0.0015,0.021,0.0195,121,not.assigned
122,9.324572464361279e-06,not.assigned,0.0015,0.021,0.0195,122,not.assigned
123,0.0014997532693600908,not.assigned,0.0015,0.021,0.0195,123,not.assigned
124,1.434286630244096e-06,not.assigned,0.0015,0.021,0.0195,124,not.assigned
125,0.00015279610972083183,not.assigned,0.0015,0.021,0.0195,125,not.assigned
126,4.016055504935073e-05,not.assigned,0.0015,0.021,0.0195,126,not.assigned
127,2.4563716542878466e-05,not.assigned,0.0015,0.021,0.0195,127,not.assigned
128,1.0618281986373031e-05,not.assigned,0.0015,0.021,0.0195,128,not.assigned
129,1.4504796078827135e-05,not.assigned,0.0015,0.021,0.0195,129,not.assigned
130,1.0502691564003759e-07,not.assigned,0.0015,0.021,0.0195,130,not.assigned
131,1.5046802253491223e-05,not.assigned,0.0015,0.021,0.0195,131,not.assigned
132,2.696261237443431e-06,not.assigned,0.0005,0.021,0.0205,132,not.assigned
133,0.00030964130113569937,not.assigned,0.0005,0.021,0.0205,133,not.assigned
134,5.033445691975162e-05,not.assigned,0.0005,0.021,0.0205,134,not.assigned
