,Type,Percent Resistant,Cells per Well,Wells per Plate,DIP Rates
3,normal,0.500000,100,96,"[-0.0044895  -0.00203126 -0.00549796 -0.00504989 -0.00588425 -0.00447115
 -0.00415642 -0.00426661 -0.0050453  -0.00590228 -0.00452739 -0.00553161
 -0.00734222 -0.00494238 -0.0045069  -0.0066661  -0.00411041 -0.00504166
 -0.00363857 -0.00518416 -0.00323031 -0.00440267 -0.00398497 -0.00525302
 -0.0055211  -0.00561563 -0.00317811 -0.00652309 -0.00475156 -0.00481024
 -0.00381343 -0.00452541 -0.00325622 -0.00393737 -0.00395154 -0.00349009
 -0.00681963 -0.0039241  -0.0051076  -0.0053458  -0.00437317 -0.00487441
 -0.00488783 -0.00623757 -0.00458561 -0.00528311 -0.0055967  -0.00489145
 -0.00494437 -0.00442312 -0.00467075 -0.00513206 -0.00454212 -0.0046962
 -0.00515639 -0.00594675 -0.00382343 -0.00546879 -0.00653921 -0.00421062
 -0.00429423 -0.00448634 -0.00547771 -0.00506439 -0.00579147 -0.00461041
 -0.00512471 -0.00544349 -0.0052538  -0.00592159 -0.00402541 -0.00536747
 -0.0039453  -0.00532624 -0.00531119 -0.00532627 -0.00633261 -0.00486786
 -0.00515628 -0.00488427 -0.00467492 -0.00592052 -0.00481418 -0.00431304
 -0.00385572 -0.00548227 -0.00388868 -0.00660435 -0.00398042 -0.00614329
 -0.00585267 -0.00452537 -0.00345369 -0.00530732 -0.00443131 -0.0060681 ]"
4,normal,0.000001,10,384,"[-0.00529833 -0.00588705 -0.00682541 -0.00287435 -0.00912247 -0.00650825
 -0.00512234 -0.00623776 -0.00936854 -0.00485198 -0.00666679 -0.00352564
 -0.00439903 -0.01526381 -0.00614869 -0.00060514 -0.00436423 -0.00571885
 -0.00815719 -0.00433778 -0.00626755 -0.00536586 -0.00054225 -0.00515532
 -0.01252472 -0.00567384 -0.00815349 -0.00605442 -0.00648616 -0.00265164
 -0.00693605 -0.006226   -0.00394256 -0.00807206 -0.00271216 -0.00801231
 -0.00624362 -0.00473472 -0.00762812 -0.00279164 -0.00419527 -0.00377764
 -0.00475629 -0.00244424 -0.00631766 -0.0055339  -0.00927182 -0.00534996
 -0.00712708 -0.00467378 -0.00602939 -0.00843892 -0.00456477 -0.00714946
 -0.00702329 -0.01295155 -0.00479692 -0.0041023  -0.00302665 -0.009045
 -0.00753944 -0.00068064 -0.00518318 -0.00726197 -0.00464153 -0.0073188
 -0.00339396 -0.00455199 -0.01053698 -0.00537048 -0.00489032 -0.00423504
 -0.00699213 -0.00502929 -0.00302536 -0.00785373 -0.01070376 -0.00333442
 -0.00346012 -0.00872223 -0.00312196 -0.00516885 -0.00310623 -0.0048018
 -0.00613835 -0.00782068 -0.00691453 -0.00662509 -0.00401148 -0.00614869
 -0.0006606  -0.00431078 -0.00449147 -0.00922685 -0.00624974 -0.00284541
 -0.00371586 -0.00496962 -0.00301044 -0.00254437 -0.00506576 -0.0110068
 -0.00502542 -0.00585572 -0.00284888 -0.00298835 -0.00834362 -0.00827588
 -0.0105381  -0.00448521 -0.00788741 -0.00152165 -0.00623646 -0.00372396
 -0.00121566 -0.00218133 -0.005196   -0.01113542 -0.00139498 -0.00408925
 -0.00675429 -0.00579009 -0.00540416 -0.00472526 -0.00532567 -0.00549996
 -0.00460094 -0.00424922 -0.00543098  0.00019569 -0.00199905 -0.00486084
 -0.0066976  -0.00878169 -0.00455872 -0.00781788 -0.00380392 -0.00415077
 -0.00498194 -0.00817785 -0.00247673 -0.00617854 -0.0075791  -0.00537017
 -0.00612801 -0.00546954 -0.00364594 -0.01179548 -0.0052752  -0.00108626
 -0.00526735 -0.00821765 -0.00799502 -0.00479782 -0.00190729 -0.00291586
 -0.0027345  -0.0047267  -0.00452156 -0.00452245 -0.00621595 -0.00420028
 -0.00678912 -0.00738379 -0.00073239 -0.00497852 -0.00894036 -0.00720471
 -0.00607845 -0.00632022 -0.00497961 -0.00502777 -0.00569313 -0.00968399
 -0.0058333  -0.00976435 -0.0035374  -0.00071784 -0.0003229  -0.00724689
 -0.0031186  -0.00371504 -0.00978101 -0.00473142 -0.00558581 -0.00702653
 -0.00457289 -0.00426697 -0.00711674 -0.0032831   0.00053895 -0.00773495
 -0.00660944 -0.00974835 -0.00283573 -0.00603949 -0.00750912 -0.00418881
 -0.00183052 -0.01482114 -0.00588825 -0.00816615 -0.00308293 -0.00530438
 -0.00712993 -0.00714132 -0.00617238 -0.00691399 -0.00545357 -0.00703645
 -0.01291917 -0.00509921 -0.00337183 -0.00279    -0.00439456 -0.00451658
 -0.00801132 -0.00478621 -0.00694598 -0.00379782 -0.00465481 -0.00566868
 -0.00734986 -0.00355834 -0.00455092 -0.00567304 -0.00808097 -0.00492981
 -0.00358465 -0.00349363 -0.00529588 -0.00714241 -0.0056132  -0.0046109
 -0.00569582 -0.00486341 -0.00582797 -0.00317938 -0.00469093 -0.00438756
 -0.00684229 -0.0075169  -0.00835579 -0.00774505  0.00061111 -0.00510994
 -0.00498792 -0.00569819 -0.0030785  -0.00279964 -0.00225125 -0.00382924
 -0.00707681 -0.00579896 -0.00698896 -0.00509663 -0.00482392 -0.00559031
 -0.0037648  -0.00650619 -0.00505338 -0.00463008 -0.00635656 -0.00421062
 -0.00842965 -0.00444305 -0.00233824 -0.00831683 -0.00494079 -0.00488882
 -0.00859063 -0.00509071 -0.00544026 -0.00203738 -0.00361124 -0.00358168
 -0.00697841 -0.00394895 -0.0062016  -0.00841327 -0.0053326  -0.0044558
 -0.00333255 -0.00323649 -0.00498237 -0.00584456 -0.00686818 -0.00588033
 -0.00538381 -0.00675956 -0.00397108 -0.00686355 -0.00235673 -0.00511126
 -0.00517196 -0.00282681 -0.00401733 -0.01220994 -0.0053324  -0.00477316
 -0.00529341 -0.00639903 -0.00623799 -0.00621371 -0.00624391 -0.00479568
 -0.01059502 -0.00347312 -0.00755626 -0.00342533 -0.00935067 -0.00349005
 -0.00602502 -0.00657022 -0.003772   -0.00941539 -0.00412491 -0.00521741
 -0.00621592 -0.00605454 -0.00432455 -0.00489176 -0.00676104 -0.00558175
 -0.00264719 -0.00867219 -0.00399688 -0.00117923 -0.00674222 -0.0001259
 -0.00652961 -0.00061536 -0.0070789  -0.0058572  -0.00356214 -0.0066778
 -0.00212996 -0.00312922 -0.00095824 -0.00310693 -0.00486169 -0.00489238
 -0.00383048 -0.00297187 -0.00487603 -0.005948   -0.0030458  -0.00970481
 -0.00220811 -0.00363217 -0.00315917 -0.01102644 -0.00641002 -0.00161053
 -0.00188101 -0.00835071 -0.0063955  -0.00593499 -0.01116687 -0.00380945
 -0.01154878 -0.00981447 -0.00564559  0.00107719 -0.00327003 -0.00319595
 -0.00420006 -0.00622438 -0.00445405 -0.00664344 -0.00731887 -0.00508614
 -0.00492981 -0.00574977 -0.01161474 -0.00293699 -0.00568294 -0.00405884
 -0.00616729 -0.00711499 -0.00434361 -0.00090458 -0.00560518 -0.00734812]"
9,normal,0.500000,1,384,"[ -2.02707594e-03  -7.47417864e-04  -7.67954797e-03  -3.40303978e-05
  -1.67902336e-03  -1.76987639e-03  -1.00550692e-02  -6.31307051e-03
  -5.61121560e-03  -7.93481851e-03  -7.92836669e-03  -9.03515937e-03
  -1.03513969e-03  -9.00166678e-03  -4.82425124e-03  -8.30891820e-03
   9.08241383e-04  -1.80880737e-02  -1.84841041e-02  -6.89335803e-03
  -3.83850451e-03  -9.28666551e-03  -4.80524512e-03  -4.15517259e-03
  -1.81430946e-02  -5.99715110e-03  -1.11750123e-02  -2.45706542e-03
  -4.36559425e-03  -1.33515828e-03  -8.23230555e-03  -1.38238055e-02
   3.47381013e-03  -2.12687396e-03  -5.98768480e-03   1.36860633e-03
   1.05975489e-03  -1.27886961e-02  -1.15475716e-02  -2.00976340e-02
  -1.11119041e-02  -1.11634087e-03  -2.26855347e-02  -6.73121463e-03
   3.24213554e-04  -3.89151594e-03  -9.35325154e-03  -8.68925201e-03
  -3.97190141e-03  -3.56001011e-03  -3.86638629e-03  -5.96988814e-03
  -2.62365641e-03  -6.22588250e-03  -8.72082091e-03  -1.19618271e-02
  -1.10461546e-02   1.80550539e-03  -1.66104317e-02   6.15321779e-03
  -6.04358912e-03  -6.11101553e-03  -1.36958808e-02  -1.87081257e-03
   1.08616012e-02  -4.35654749e-03   1.31381432e-04  -2.79847606e-03
  -1.12430162e-03   3.11550304e-03  -5.32821158e-03   1.55337719e-03
  -6.72221788e-03  -5.80107637e-03  -5.37340871e-03  -5.40087022e-03
  -6.21347211e-03  -1.49044800e-02  -6.83201676e-03  -3.37637038e-03
  -2.09265497e-02   2.40082030e-04  -5.00246424e-03  -9.85705127e-03
  -2.46741021e-02  -1.62414573e-03  -2.70124931e-03  -1.14683752e-02
  -2.21828980e-02  -5.56057000e-03  -8.33410420e-03  -1.30194502e-02
  -8.01538748e-03  -1.04640890e-02  -5.54918086e-03  -6.99589215e-03
  -1.03500763e-03  -7.06366793e-03  -1.72989597e-03  -5.82537698e-03
  -6.37775625e-03   9.27442099e-04  -3.06935406e-03   2.02893197e-03
  -6.74265778e-03  -2.86204699e-03  -1.26483458e-03  -8.70989341e-03
  -1.53206278e-03  -3.11523136e-03  -1.10761082e-02   2.21911236e-03
  -9.36663855e-03  -1.34182073e-02  -7.10191515e-03  -3.07154306e-03
   8.45290329e-03  -1.06529778e-02  -2.52249475e-03]"
12,normal,0.000001,5,1536,"[-0.00746781 -0.00503608 -0.00749095 ..., -0.00618756 -0.006988   -0.00607401]"
13,normal,0.001000,25,96,"[-0.00442563 -0.00684776 -0.00532963 -0.00737477 -0.00373598 -0.00625165
 -0.00567576 -0.00590316 -0.00526558 -0.00527978 -0.00722535 -0.00710738
 -0.00563928 -0.00410435 -0.00567505 -0.00435551 -0.00528093 -0.00420549
 -0.00587405 -0.00437219 -0.00500544 -0.00498492 -0.00505955 -0.00430471
 -0.00504136 -0.00448774 -0.00527033 -0.00673845 -0.00686923 -0.00650551
 -0.00428632 -0.00427297 -0.00389805 -0.00376285 -0.00411031 -0.00258841
 -0.00405671 -0.003886   -0.00482648 -0.00545008 -0.00656483 -0.00530848
 -0.00641981 -0.00412261 -0.0044236  -0.00807003 -0.0058606  -0.00494911
 -0.00385352 -0.00419355 -0.00570271 -0.00506383 -0.00580727 -0.00515433
 -0.00508938 -0.00565746 -0.00425156 -0.00332937 -0.00290935 -0.00508986
 -0.00412552 -0.00556078 -0.00416523 -0.00409494 -0.00448044 -0.00468867
 -0.00610851 -0.00475535 -0.00523002 -0.0047058  -0.00551529 -0.005058
 -0.00506824 -0.00459117 -0.00486594 -0.00495468 -0.00603343 -0.00478909
 -0.00545096 -0.00576149 -0.00572527 -0.00564637 -0.00549624 -0.00549961
 -0.00423633 -0.00371561 -0.00486819 -0.00389187 -0.00517653 -0.00445771
 -0.00202979 -0.0069417  -0.00498851 -0.00460754 -0.00403171 -0.00590057]"
14,normal,0.050000,10,384,"[ -3.73788279e-03  -4.73976000e-03  -3.58550156e-03  -6.84121393e-03
  -4.48504010e-03  -3.52853093e-03  -6.36056117e-03   9.58833885e-05
  -8.34929132e-03  -6.96810832e-03  -6.35318807e-03  -2.18594815e-03
  -2.87019151e-03  -3.19368820e-03  -4.94027494e-03  -3.54396709e-03
  -5.84801004e-03  -4.12657688e-03  -4.22922463e-03  -4.69181414e-03
  -5.80835594e-03  -2.83147865e-03  -7.02035743e-03  -3.12023826e-03
  -1.01415419e-02  -9.52417565e-03  -4.59792833e-03  -7.29044957e-03
  -5.79172533e-03  -3.42664513e-03  -2.35469062e-03  -4.30491054e-03
  -7.75912166e-03  -6.76328067e-03  -9.10733901e-03  -6.61040425e-03
  -6.61557293e-03  -9.10889961e-03  -5.19434589e-03  -2.16066921e-03
  -4.35229757e-03  -7.72034467e-03  -3.28096115e-03  -7.42063218e-03
  -3.78246536e-03  -5.38988347e-03  -5.10276394e-03  -7.15339447e-03
  -7.54306834e-03  -3.11080460e-03  -3.94168440e-03  -3.93680553e-03
  -7.69150159e-03  -7.87146290e-03  -2.42748295e-03  -6.54233214e-03
  -9.73483168e-03  -7.00015598e-03  -6.30529264e-03  -2.00321699e-03
  -5.42194997e-03  -5.84279184e-03  -9.49566025e-03  -2.49598586e-03
  -2.96508324e-03  -2.30581565e-03  -6.69050771e-03  -7.35583331e-03
  -3.48469495e-03  -7.43421503e-04  -5.38131375e-03  -4.48798087e-03
  -4.57463164e-03  -3.34626378e-03  -6.82849866e-03  -5.51465366e-03
  -5.41920060e-03  -5.18200309e-03  -6.51823719e-03  -5.69903240e-03
  -1.06536162e-02  -2.59882023e-03  -3.40677508e-03  -2.28271180e-03
  -7.12853471e-03  -3.68071950e-03  -5.39610876e-04  -6.31750139e-03
  -5.52722544e-03  -4.53615472e-03  -3.27383906e-03  -5.40760559e-03
  -6.94225479e-03   1.29079000e-03  -5.27504502e-03  -4.32791884e-03
  -2.76189920e-03  -8.51723278e-03  -3.14118771e-03  -5.60462985e-03
  -6.28494306e-03  -1.55931017e-03  -9.29053010e-03  -8.01759156e-03
  -5.00826794e-03  -8.64566473e-03  -8.94067068e-03  -6.37890765e-03
  -4.10915651e-03  -2.71792463e-03  -3.54463936e-03  -5.37885315e-03
  -2.99455979e-03  -6.42430563e-03  -5.43512616e-03  -6.05676275e-03
  -2.73931829e-03  -3.82305763e-03  -4.12695331e-03  -7.39622592e-03
  -2.07336580e-04  -1.32601821e-03  -4.09348990e-03  -4.94885657e-03
  -2.08926662e-03  -5.79611387e-03  -4.91758169e-03  -2.23774295e-03
  -1.00376854e-02  -3.85101639e-03  -4.09968566e-03  -6.15840892e-03
  -6.25000973e-03  -8.76771326e-03  -4.28044501e-03  -2.23041288e-03
  -4.41604428e-03  -4.54496062e-03  -9.13957083e-03  -3.94889234e-03
  -5.91171157e-03  -3.69053235e-03  -5.79127433e-03  -6.69669411e-03
  -6.09128469e-03  -1.08585868e-03  -1.86837898e-02  -3.31224866e-03
  -1.85873841e-03  -7.56348542e-03  -3.96991174e-03  -1.48724629e-02
  -4.80702004e-03  -4.96059969e-03  -4.43048102e-03  -4.02719259e-03
  -1.08573464e-02  -7.64767186e-03  -4.94616413e-03  -5.07503883e-03
  -8.43292144e-03  -4.61774377e-03  -3.43970301e-03  -7.53826185e-03
  -4.30613950e-03  -2.59430896e-03  -1.31589266e-03  -2.28806565e-03
  -3.66775721e-03  -5.92920217e-03  -3.89820935e-03  -5.47036390e-03
  -4.93331588e-03  -2.70608659e-03  -6.23905671e-03  -3.60397888e-03
  -5.42052996e-03  -2.46938025e-03  -8.27556980e-03  -1.09803038e-02
  -7.32505606e-03  -5.84283757e-03  -1.24298090e-03  -5.16039405e-03
  -4.96460305e-03  -9.88780420e-03  -2.65076790e-03  -6.31327885e-03
  -2.93741010e-03  -4.92499452e-03  -4.39742759e-03  -6.78870792e-03
  -4.16136136e-03  -7.43065037e-03  -4.59036684e-03  -3.66230123e-03
  -6.93527951e-03   1.91649445e-04  -4.39355964e-03  -6.51322159e-03
  -6.37590945e-03  -7.32531369e-03  -7.40175797e-03  -2.51705323e-03
  -6.73576825e-03  -6.27028293e-03  -1.10332958e-02  -6.11367118e-03
  -3.85434080e-03  -3.08296772e-03  -7.16583077e-03  -9.42303259e-03
   4.89176584e-04  -5.25759203e-03  -5.31596561e-03  -4.73374964e-03
  -5.12363285e-03  -7.84083191e-03  -4.92870806e-03  -1.54138481e-03
  -8.00719496e-03  -3.76041422e-03  -2.68271200e-03  -4.29807919e-03
  -5.96746379e-03  -4.61635471e-03  -7.22186801e-03  -4.82536251e-03
  -2.77297848e-03  -3.65286460e-03  -3.24973031e-03  -3.02744496e-03
  -4.80204929e-03  -1.35754735e-03  -4.62898172e-03  -4.42149224e-03
  -9.20603038e-03  -7.77715203e-03  -6.09234008e-03  -6.35844997e-03
  -4.91002110e-03  -5.21159083e-03  -5.45193837e-03  -3.59019196e-03
  -7.73253498e-03  -6.83944059e-03  -4.60556909e-03  -6.16784775e-03
  -1.75138524e-02  -6.03153922e-03  -3.23137029e-03  -4.11701907e-03
  -6.89716132e-03  -4.62186057e-03  -5.02745414e-03  -3.81521184e-03
  -8.85702729e-03  -5.34964634e-03  -4.33808121e-03  -6.53898009e-03
  -6.88600826e-03  -6.86122831e-03  -4.80570670e-03  -4.92090613e-03
  -6.76475889e-03  -1.52402521e-02  -2.20973765e-03  -7.85525227e-03
  -3.06917037e-03  -7.67058963e-03  -7.47149601e-03  -8.83111759e-03
  -7.47480938e-03  -4.02432477e-03  -3.47191551e-03  -7.13835059e-03
  -3.17655961e-03  -4.40526421e-03  -7.39466529e-04  -6.54089752e-03
  -5.14173532e-03  -7.11408285e-03  -3.71920522e-03  -4.69769320e-03
  -4.93285227e-03  -4.10030285e-03  -4.09185643e-03   9.19044555e-04
  -5.55352163e-03  -4.97235987e-03  -5.57444537e-03  -5.91040083e-03
  -4.01882402e-03  -5.46459476e-03  -7.21126136e-03  -2.34800257e-03
  -6.64753712e-03  -6.78910539e-03  -2.62762658e-03  -9.17662248e-03
  -6.02370782e-03  -7.77555927e-03  -3.65584419e-03  -2.17072762e-03
  -5.17933667e-03  -3.58698437e-03  -5.48114553e-03  -5.97146204e-03
  -5.75703179e-03  -3.98382902e-03  -2.15063030e-03  -4.25322872e-03
  -1.17328638e-02  -9.47919514e-03  -4.61651294e-03  -3.19627673e-03
  -5.39016593e-03  -5.32788669e-03  -5.86146688e-03  -6.58506909e-03
  -6.54678461e-03  -5.49272005e-03  -5.52162168e-03  -3.92979454e-03
  -3.15414351e-03  -1.39854153e-02  -4.29253328e-03  -4.44469201e-03
  -2.93677021e-03  -7.91618102e-03  -6.14242507e-03  -1.76346340e-03
  -9.11568488e-03  -3.62459462e-03  -5.78996186e-03  -9.21376820e-04
  -8.89468589e-03  -7.60287016e-03  -6.01592175e-03  -5.88834619e-03
  -7.67827520e-03  -5.22321977e-03  -3.45305488e-03  -5.12713349e-03
  -1.16238908e-02  -6.29129487e-03  -5.82872038e-03   4.86521664e-03
  -6.53399028e-03  -4.12032258e-03  -3.28597449e-03  -6.49644286e-03
  -7.20909439e-03  -8.12024847e-03  -6.92731795e-03  -6.79063648e-03
  -5.70244182e-03  -5.61417878e-03  -4.38288111e-03  -6.79809711e-03
  -4.52594134e-03  -5.97910846e-03  -8.24280953e-03  -1.10798385e-02
  -6.65679323e-03  -6.36448446e-03  -3.42510447e-03  -1.38841967e-03
   4.38275184e-04  -3.36058900e-03  -3.59099749e-03  -3.26134453e-03
  -5.31049353e-03  -6.39244665e-03  -5.69215991e-03  -6.84009560e-03
  -9.57282364e-03  -8.46983834e-03  -5.64660521e-03  -7.61005924e-03
  -4.25765040e-03  -8.51873165e-03   1.93770319e-03  -3.67437785e-03]"
15,normal,0.250000,100,384,"[-0.00496028 -0.00513576 -0.00398974 -0.00471805 -0.00665426 -0.00505666
 -0.00529406 -0.00359435 -0.00436637 -0.00510773 -0.00461007 -0.00543376
 -0.00573784 -0.00442408 -0.00485279 -0.00542655 -0.00565807 -0.00559702
 -0.00439274 -0.005813   -0.004756   -0.00487029 -0.00457762 -0.00564054
 -0.00449407 -0.00568018 -0.00538043 -0.00465007 -0.00573041 -0.00498435
 -0.00478923 -0.00455927 -0.00431995 -0.00575052 -0.00430193 -0.00533255
 -0.00573129 -0.00688925 -0.00586104 -0.00649362 -0.00472467 -0.00519661
 -0.00389795 -0.00426464 -0.00495763 -0.00417431 -0.00440301 -0.00546242
 -0.00514772 -0.0046028  -0.00514042 -0.0062774  -0.00470459 -0.00445408
 -0.00511364 -0.00557046 -0.00424149 -0.00623359 -0.00502479 -0.00423553
 -0.00467634 -0.00478453 -0.00604965 -0.00514544 -0.00568631 -0.00484433
 -0.00523536 -0.00485107 -0.00570417 -0.00503381 -0.00473384 -0.00419002
 -0.00465166 -0.00506489 -0.00448164 -0.00440964 -0.00513133 -0.00477636
 -0.0061928  -0.00483862 -0.00567085 -0.0050823  -0.00518879 -0.00525808
 -0.00513229 -0.00623249 -0.00546508 -0.00464695 -0.00487185 -0.00570593
 -0.00434568 -0.00480707 -0.00452318 -0.00321425 -0.00473278 -0.00564298
 -0.00604901 -0.00539012 -0.00474452 -0.00383857 -0.00397032 -0.00357683
 -0.0051974  -0.0057884  -0.00476464 -0.00477095 -0.0057147  -0.00545044
 -0.00593185 -0.00310269 -0.00566395 -0.0044423  -0.00487774 -0.00501559
 -0.00373239 -0.0051607  -0.00397047 -0.00584315 -0.0064327  -0.00365342
 -0.00619104 -0.00381554 -0.00388679 -0.00505561 -0.00508579 -0.00479643
 -0.00609054 -0.00498106 -0.0038637  -0.00472202 -0.00497563 -0.00581306
 -0.00558615 -0.00515673 -0.00510684 -0.00499762 -0.00384732 -0.0068026
 -0.00518187 -0.00613673 -0.00501911 -0.00393658 -0.00452605 -0.00440894
 -0.00476563 -0.00595343 -0.00574935 -0.00565952 -0.00354604 -0.00336214
 -0.00489118 -0.00472522 -0.00492412 -0.00628421 -0.00435062 -0.00368681
 -0.0057511  -0.00499437 -0.00579205 -0.00574766 -0.00415194 -0.0042525
 -0.00431019 -0.00579578 -0.00520737 -0.0052467  -0.00599664 -0.00566548
 -0.0045617  -0.00479972 -0.00544335 -0.00555193 -0.00372666 -0.00601192
 -0.0034019  -0.00411515 -0.00527817 -0.00446889 -0.00549367 -0.00536301
 -0.00461942 -0.00479853 -0.00561376 -0.00619557 -0.00457141 -0.00509069
 -0.00476841 -0.00455969 -0.00416032 -0.00589983 -0.00339196 -0.00455948
 -0.00582909 -0.00346961 -0.00421763 -0.00518034 -0.0052206  -0.00500167
 -0.00417763 -0.00458429 -0.00412744 -0.0049496  -0.00448085 -0.00499419
 -0.00446102 -0.00585939 -0.00521153 -0.00444396 -0.00571687 -0.00616884
 -0.00435011 -0.00567557 -0.00527543 -0.0048477  -0.00414226 -0.00513231
 -0.00319257 -0.00517729 -0.00686515 -0.00559929 -0.00533727 -0.00510651
 -0.00448232 -0.00537715 -0.00452045 -0.00598888 -0.0057746  -0.0051066
 -0.00558385 -0.00483584 -0.00474061 -0.00516083 -0.0048914  -0.00515879
 -0.00352557 -0.00548216 -0.00676446 -0.00496752 -0.00521052 -0.00431163
 -0.00492515 -0.00552074 -0.00527632 -0.00561599 -0.00491024 -0.00492872
 -0.00467159 -0.00501612 -0.00455772 -0.00516946 -0.00482455 -0.00638987
 -0.00401785 -0.00408903 -0.00434199 -0.00491886 -0.00331936 -0.00542998
 -0.00471338 -0.00500987 -0.00383978 -0.00415869 -0.00677115 -0.00584217
 -0.00547857 -0.00446566 -0.00579132 -0.00551283 -0.00457785 -0.00511947
 -0.00466018 -0.00470175 -0.00425752 -0.00350944 -0.00585343 -0.00590236
 -0.00567964 -0.00488594 -0.00320107 -0.00626698 -0.00394847 -0.00568243
 -0.00638399 -0.00478854 -0.00589686 -0.00524047 -0.00501167 -0.00490429
 -0.00515942 -0.00494145 -0.00587154 -0.00534931 -0.00561885 -0.00410195
 -0.00497463 -0.00471824 -0.00419572 -0.00591803 -0.00470109 -0.00588176
 -0.00638923 -0.00434048 -0.00613335 -0.00424748 -0.00635199 -0.00531463
 -0.00503937 -0.00525931 -0.00408508 -0.00585071 -0.00440146 -0.00466316
 -0.00414574 -0.00407656 -0.005209   -0.0045904  -0.00505584 -0.00492358
 -0.00504923 -0.0046174  -0.00492422 -0.00527221 -0.00569378 -0.00491695
 -0.00548871 -0.00475687 -0.00485604 -0.00520868 -0.00614349 -0.00493518
 -0.00683615 -0.00406122 -0.00507958 -0.00573932 -0.00613909 -0.00592866
 -0.00461714 -0.00370987 -0.0044881  -0.0056966  -0.004874   -0.00424603
 -0.00448646 -0.00553287 -0.00625895 -0.00491302 -0.00519883 -0.00654105
 -0.00522493 -0.0055756  -0.00507371 -0.00522445 -0.00533008 -0.00604689
 -0.00457553 -0.00485415 -0.0047381  -0.00493206 -0.00434565 -0.00624911
 -0.00470337 -0.0054215  -0.0058658  -0.00455535 -0.00422098 -0.00547797
 -0.00464778 -0.00609863 -0.00574828 -0.00529611 -0.00496147 -0.0054162
 -0.0055519  -0.00592537 -0.00626935 -0.00441014 -0.00495775 -0.00445425
 -0.00458816 -0.0049134  -0.00444535 -0.005096   -0.00547708 -0.00479977]"
