,Type,Percent Resistant,Cells per Well,Wells per Plate,DIP Rates
340,resistant,0.050000,5,1536,"[ 0.03359986  0.03611428  0.0341502   0.0372219   0.02721445  0.0353315
  0.03259293  0.03403526  0.03710344  0.03485342  0.03489931  0.03507293
  0.0350566   0.03492946  0.03496081  0.03611646  0.03488903  0.03745645
  0.03283424  0.03463175  0.03577344  0.03401597  0.03294433  0.03473501
  0.03534929  0.037054    0.03343391  0.03455979  0.03209832  0.03541138
  0.03385689  0.03523193  0.03618965  0.03491206  0.03518383  0.0367619
  0.03316528  0.03510474  0.03257783  0.03583075  0.03286537  0.03223558
  0.03596592  0.03611439  0.03610769  0.03843239  0.03434753  0.03661427
  0.03821041  0.03288865  0.03370284  0.03659688  0.03350256  0.03514529
  0.03351474  0.03194027  0.03442621  0.03605048  0.02704767  0.03363286
  0.03336226  0.03324814  0.03813916  0.03573585  0.03451756  0.03545687
  0.0353628   0.03535881  0.03695056  0.03466545  0.03229233  0.03539489
  0.03528742  0.03494388  0.03815775  0.03411416  0.0352511   0.03220096
  0.03434462  0.03414582  0.03725305  0.03442037  0.03564704  0.03527508
  0.03678898  0.0337829   0.03472956  0.03343812  0.03799332  0.03352837
  0.0395356   0.03361729  0.03541995  0.0355607   0.03371568  0.03474166
  0.03454195  0.02909231  0.03423089  0.03417834  0.03343162  0.03577639
  0.02532097  0.03489375  0.03577529  0.0354035   0.03540939  0.03527993
  0.03607805  0.04097537  0.03706809  0.04075484  0.03574496  0.03583546
  0.03744261  0.03540937  0.02291725  0.03863782  0.03319844  0.03459267
  0.03546277  0.04335134  0.03597725  0.03381681  0.03909697  0.03464416
  0.03484755  0.03542495  0.03474795  0.03628125  0.03386604  0.03427887
  0.03617477  0.02597739  0.03547228  0.03268448  0.03800968  0.03542228
  0.03828527  0.03448835  0.03497225  0.03375806  0.03502754  0.03417739
  0.03408108  0.03180528  0.03546374  0.03220466  0.03400135  0.03572937
  0.03574272  0.03500901  0.03827609  0.03426968  0.030125    0.03652107
  0.03473592  0.03573392  0.03607832  0.03543745  0.02968886  0.03390543
  0.03493206  0.03771425  0.03406563  0.03116796  0.0334909   0.03691514
  0.03440356  0.03143863  0.03278603  0.03527637  0.03444413  0.03494584
  0.03701828  0.03536628  0.03660381  0.03506207  0.03328843  0.03768307
  0.0303984   0.03477724  0.03584693  0.03501142  0.03490901  0.03845429
  0.03449818  0.03837803  0.03330139  0.03414216  0.03242734  0.03419679
  0.02722791  0.03247538  0.03658387  0.03384349  0.02464146  0.02907945
  0.03430275  0.03392924  0.03549069  0.03826187  0.03581862  0.03178924
  0.03451932  0.03615818  0.0360915   0.03352404  0.03630763  0.03404086
  0.03094563  0.03358441  0.03583995  0.03445664  0.03567294  0.03296653
  0.03511387  0.0352722   0.03445439  0.03730379  0.03475653  0.03310502
  0.03483981  0.03025842  0.03499106  0.03469662  0.03756448  0.03406927
  0.03340492  0.03540388  0.03527428  0.03207099  0.03375875  0.03526044
  0.03783205  0.03461586  0.03424906  0.03425386  0.03134644  0.0375624
  0.03679999  0.03587582  0.03827841  0.03573938  0.03390475  0.04061032
  0.03726638  0.03544916  0.03494168  0.0355178   0.03732591  0.04277061
  0.03541092  0.0395739   0.03565838  0.03426556  0.03026952  0.02967552
  0.02935332  0.03684139  0.0355128   0.03334866  0.0356457   0.03492009
  0.03559989  0.0372042   0.03214891  0.03441218  0.03423275  0.03265229
  0.03484321  0.03693123  0.03398294  0.03571002  0.00755319  0.03381575
  0.03610269  0.03488513  0.03510729  0.03365625  0.03452088  0.03458399
  0.03435144  0.03645726  0.02518722  0.02981058  0.03418597  0.03780477
  0.0330529   0.03123025  0.03470648  0.03643184  0.03503544  0.0343808
  0.03599866  0.03280308  0.03187309  0.03602412  0.03636994  0.03346449
  0.03439412  0.03725397  0.03429288]"
342,resistant,0.000001,25,1536,[]
344,resistant,0.010000,50,384,"[ 0.03345944  0.03602462  0.033594    0.03712835  0.04012964  0.03546357
  0.03471343  0.0342877   0.03358817  0.03949683  0.03507492  0.03017328
  0.03191692  0.0356599   0.03431984  0.04121253  0.03503579  0.03408024
  0.0366522   0.03523133  0.03497397  0.03544963  0.03430112  0.03272968
  0.03419272  0.03674963  0.0343113   0.03286286  0.03484406  0.0250706
  0.03736869  0.03533068  0.03888155  0.03742044  0.03473068  0.03615531
  0.03436336  0.03252774  0.03177147  0.03543496  0.03359146  0.0337893
  0.03607539  0.03559813  0.03394077  0.03523386  0.03526492  0.03312375
  0.03662822  0.0328287   0.03476082  0.03603264  0.03445372  0.03298512
  0.03572086  0.03599473  0.03385168  0.03531091  0.03414155  0.03485347
  0.03528516  0.0400833   0.03485177  0.03533686  0.03424617  0.03475806
  0.03488861  0.03272616  0.03498034  0.03514793  0.0320287   0.03342083
  0.03512826  0.03417982  0.03987717  0.03483138  0.03559583  0.03418449
  0.03273144  0.03434348  0.03453557  0.03482889  0.03604971  0.03353645
  0.03379813  0.03685823  0.03475986  0.03956548  0.03513033  0.03328149
  0.03597587  0.03459138  0.03454384  0.03603292  0.03718617  0.03596722
  0.03493634  0.03573066  0.03845221  0.03557954  0.03503221  0.0328985
  0.03440651  0.0348522   0.03579265  0.03452455  0.02979863  0.03360601
  0.03316055  0.03300069  0.03605643  0.03546043  0.03291755  0.03338843
  0.03380999  0.03499867  0.02029978  0.03568218  0.03931808  0.03451139
  0.03685685  0.0365255   0.03656887  0.03500298  0.02871307  0.03466825
  0.03576442  0.03351833  0.03596298  0.03594374  0.03106715  0.03549669
  0.03386692  0.03610175  0.03349027  0.03796032  0.03642842  0.03623956
  0.03338613  0.03417406  0.03445793  0.03526293  0.03466947  0.02556599
  0.03768733  0.02984559  0.03328765  0.03453986  0.03625525  0.03656827
  0.03531263  0.03286395  0.03346694  0.03675997]"
346,resistant,1.000000,100,96,"[ 0.03509455  0.03522624  0.03493982  0.03498606  0.03512643  0.0347511
  0.03519955  0.03515452  0.03506747  0.0350603   0.03517645  0.03516619
  0.03481599  0.03496364  0.03523445  0.03504837  0.03498867  0.03513639
  0.03489128  0.03512225  0.03513276  0.03510073  0.0348698   0.03510509
  0.03498075  0.034958    0.0348987   0.03506268  0.03489785  0.03506756
  0.03509187  0.03474555  0.03510818  0.03497762  0.0347017   0.03480001
  0.03502022  0.03502574  0.03510424  0.03506662  0.03498918  0.03499666
  0.03497877  0.0351176   0.03501168  0.03479147  0.03506063  0.03488929
  0.03509511  0.03496346  0.03488639  0.03485916  0.03494939  0.03513482
  0.0351087   0.03525801  0.03469375  0.03506482  0.03511108  0.03528818
  0.0348635   0.03493507  0.03525039  0.03517795  0.03490784  0.03518945
  0.03485974  0.03499209  0.03497073  0.03496762  0.03516549  0.03511816
  0.03530041  0.03487845  0.03512221  0.03523198  0.03499987  0.0350776
  0.03506588  0.03507901  0.03485221  0.03518611  0.03478811  0.03501446
  0.03499509  0.03503868  0.03508668  0.0350108   0.03488182  0.03507012
  0.03500815  0.03510184  0.03498365  0.03483683  0.03498657  0.03500419]"
347,resistant,0.500000,100,1536,"[ 0.03500042  0.03486088  0.03529272 ...,  0.03475123  0.03505552
  0.03512692]"
349,resistant,0.001000,10,384,[ 0.03487223  0.03470572  0.03514494  0.03435159  0.03441082  0.03550863]
350,resistant,0.100000,50,96,"[ 0.03401368  0.03448861  0.03487476  0.0353618   0.03454463  0.03478819
  0.03466332  0.03538627  0.03341331  0.03514681  0.03550827  0.03381708
  0.03603844  0.03518653  0.03457489  0.03521409  0.03510921  0.03469395
  0.03544567  0.03605775  0.0344974   0.03697314  0.03496168  0.03602392
  0.03485387  0.03470201  0.0346034   0.03651844  0.03574269  0.03495672
  0.03580195  0.03412162  0.03703014  0.0357047   0.03640792  0.03553121
  0.03475786  0.03421521  0.03407233  0.03490595  0.03499491  0.03535275
  0.03533032  0.03511862  0.03512228  0.03294826  0.03492749  0.03513899
  0.03514228  0.03696043  0.03551435  0.03712345  0.03637177  0.03667778
  0.03458193  0.03583784  0.03407049  0.03308072  0.03496186  0.03458027
  0.03474918  0.03508384  0.03489429  0.0354613   0.03433512  0.03648378
  0.03525896  0.03562889  0.03495471  0.03506006  0.03654388  0.03514783
  0.03438253  0.03556266  0.03469049  0.03417981  0.03592121  0.03356248
  0.03547125  0.03936268  0.0364821   0.03482029  0.03538896  0.03493903
  0.03612114  0.03487045  0.03546691  0.03542609  0.03509629  0.03505101
  0.03475785  0.03912652  0.0346608 ]"
353,resistant,0.000000,10,1536,[]
354,resistant,0.000010,25,384,[]
360,resistant,1.000000,50,1536,"[ 0.03494042  0.03478356  0.03529285 ...,  0.03508317  0.0349631
  0.03496078]"
361,resistant,0.100000,50,384,"[ 0.03517636  0.03397999  0.03517518  0.03453948  0.03466817  0.0350937
  0.03759319  0.03362405  0.03423122  0.03510097  0.03532404  0.03309106
  0.03487362  0.03470858  0.03515969  0.03562931  0.03541386  0.03511765
  0.0351632   0.03443052  0.03568651  0.03544102  0.03562832  0.03469126
  0.03521744  0.03451737  0.03566353  0.0352339   0.03561653  0.03330091
  0.03466939  0.03506289  0.03164576  0.03511362  0.03476947  0.03521879
  0.03385932  0.03525179  0.03430005  0.03539098  0.0348106   0.03458319
  0.03509656  0.03508774  0.03428921  0.03624308  0.03473222  0.03504384
  0.03532736  0.03551072  0.03481975  0.03557887  0.03458006  0.03598875
  0.03494139  0.03323294  0.03495532  0.03483156  0.03504081  0.03547385
  0.03359676  0.03488462  0.03533144  0.0354221   0.03331705  0.03590986
  0.0354237   0.03539703  0.03524274  0.03491941  0.03502242  0.03536974
  0.0351224   0.03312949  0.03498337  0.03477039  0.0350456   0.03460633
  0.03597405  0.03437955  0.03563323  0.03456376  0.03475002  0.03522584
  0.03562418  0.03595723  0.03567235  0.03438749  0.03484936  0.0352748
  0.03508078  0.03441467  0.03524178  0.0341511   0.03472288  0.03579517
  0.03569273  0.03481554  0.03539145  0.03455793  0.03492677  0.03464408
  0.03541589  0.03543292  0.03503171  0.03370615  0.03480938  0.03505494
  0.03560127  0.0349636   0.03410645  0.03501042  0.03510594  0.03589036
  0.03418718  0.03377426  0.03489467  0.03532224  0.03478693  0.03492643
  0.03466568  0.03463826  0.03459849  0.03562234  0.03669171  0.03436918
  0.03615413  0.03504468  0.03463544  0.03398146  0.03577566  0.03426507
  0.03496942  0.03427046  0.03458883  0.03452845  0.03493557  0.0352298
  0.03469154  0.03534006  0.03502485  0.03507556  0.03526369  0.03521838
  0.03528418  0.03606688  0.03502782  0.03474552  0.03532164  0.03646621
  0.03476509  0.03423029  0.03561534  0.03504512  0.03489969  0.03414492
  0.03535737  0.03400727  0.03501438  0.03433419  0.03443555  0.03511326
  0.03573817  0.03550406  0.03547434  0.03428098  0.03434611  0.03465667
  0.03590475  0.03487609  0.03478265  0.03492643  0.03482914  0.03453537
  0.03498941  0.03370114  0.03331456  0.03545516  0.03645226  0.03413502
  0.0359807   0.0356811   0.03502128  0.03563891  0.03436051  0.03460427
  0.03546008  0.03506529  0.03546489  0.03428814  0.03503139  0.03422613
  0.03513607  0.03485519  0.03526613  0.03422951  0.03487665  0.03456442
  0.03436752  0.03487428  0.03444592  0.03460423  0.03528111  0.03523237
  0.03600196  0.03579829  0.03479382  0.0348294   0.0348518   0.03500981
  0.03482447  0.0354696   0.03214872  0.0315072   0.03480538  0.03490247
  0.03427074  0.03531385  0.03411651  0.03531978  0.03665992  0.03359415
  0.03548751  0.03421801  0.03502203  0.03567872  0.03489267  0.03571912
  0.03543706  0.03529881  0.03434422  0.0357472   0.03421019  0.03575523
  0.03482036  0.03461747  0.03533626  0.0341523   0.03579681  0.03507224
  0.0343591   0.03499386  0.03572053  0.03450486  0.03481996  0.03492945
  0.03475807  0.03309023  0.03506173  0.0348814   0.03551183  0.03441119
  0.03614034  0.03500245  0.03432838  0.03328357  0.03512824  0.03481278
  0.0339208   0.03591131  0.03517936  0.03342899  0.03507519  0.03541574
  0.03724668  0.03397134  0.03391461  0.03521234  0.03558325  0.0346163
  0.03564664  0.03472438  0.03471711  0.03696925  0.03571207  0.03472971
  0.03581247  0.03405821  0.03571349  0.03623133  0.03431883  0.03418194
  0.03554416  0.03459077  0.03495732  0.03511428  0.03552474  0.03548901
  0.0356887   0.03426712  0.0362122   0.03449341  0.03511873  0.03382593
  0.03553271  0.03353768  0.03488321  0.03423147  0.03443044  0.034127
  0.03425559  0.03526505  0.03475482  0.03476091  0.03621977  0.03398153
  0.03409445  0.03602724  0.03617785  0.03399263  0.03386201  0.03633364
  0.03590898  0.03808747  0.03553556  0.03497956  0.03470412  0.03605204
  0.0345956   0.03225376  0.03453116  0.03518175  0.03640617  0.03481008
  0.03437477  0.03458991  0.0348234   0.03207455  0.03448362  0.03487675
  0.03339417  0.0119075   0.03450749  0.03516473  0.03545693  0.03488163
  0.03497073  0.03433214  0.0346815   0.03478495  0.03532063  0.0299297
  0.03589054  0.03444338  0.03645665  0.03514806  0.03458838  0.03486062
  0.03544262  0.04231933  0.03375202  0.03554259  0.03510073  0.03557628
  0.03461556  0.03323553  0.03605622  0.03521294  0.03416048  0.03521021
  0.03453495  0.0345405   0.03567624  0.03535203  0.03589144  0.03833716
  0.03512777  0.035868    0.0361981   0.03577309  0.03200836  0.03489502
  0.03558084  0.03470335  0.03649318  0.0347115   0.0352281   0.03473331
  0.03449902]"
362,resistant,0.250000,10,1536,"[ 0.0355677   0.03470007  0.03495459 ...,  0.03420069  0.03488876
  0.03467147]"
363,resistant,0.500000,100,96,"[ 0.03463965  0.03495839  0.03520856  0.03473783  0.03501682  0.03477882
  0.03502339  0.03504211  0.03494657  0.03500435  0.03516814  0.03503234
  0.03448985  0.03496363  0.03491056  0.03465311  0.03544375  0.03518687
  0.03492322  0.03495909  0.03488919  0.0348888   0.03507728  0.0349787
  0.03487218  0.03494231  0.03507832  0.03474509  0.03512788  0.03503618
  0.03504525  0.03491672  0.03535489  0.03507474  0.0351752   0.03494623
  0.0350823   0.03511437  0.03480626  0.03526108  0.0348293   0.03513953
  0.03505135  0.0349962   0.03477675  0.0350948   0.03494383  0.03510696
  0.03500921  0.03499889  0.03467926  0.03515738  0.03523236  0.03505698
  0.03516288  0.03453114  0.03507533  0.03524042  0.03520736  0.03493594
  0.03487096  0.03523846  0.0348847   0.03474713  0.03497322  0.03524582
  0.0354068   0.03509904  0.03505011  0.03500448  0.03482367  0.03517839
  0.03488341  0.03487861  0.03500812  0.03518746  0.03490955  0.03482742
  0.03507385  0.03516225  0.03471418  0.03510627  0.03518349  0.03509422
  0.03480328  0.03466203  0.03485084  0.03480208  0.03451855  0.0349652
  0.03502936  0.03499376  0.03482231  0.03520025  0.0353628   0.0348858 ]"
364,resistant,0.500000,5,1536,"[ 0.03470531  0.034331    0.03350709 ...,  0.03504761  0.03540738
  0.03658214]"
365,resistant,0.000000,5,96,[]
370,resistant,0.000100,10,384,[]
372,resistant,0.000001,10,96,[]
374,resistant,0.000010,5,384,[]
376,resistant,0.000100,100,1536,"[ 0.03599246  0.03226185  0.03422848  0.03829056  0.0323323   0.03526315
  0.03404959  0.0348032   0.03801275  0.03275593  0.03446599  0.03446797
  0.03384132  0.03409091]"
377,resistant,0.010000,5,384,"[ 0.03731099  0.03687164  0.03331461  0.03583775  0.0336499   0.03401965
  0.03353497  0.03515776  0.03597609  0.03464602  0.03525164  0.03468404]"
378,resistant,0.050000,1,384,"[ 0.03286585  0.03490815  0.03493483  0.03421747  0.03621162  0.03380392
  0.0343286   0.03517782  0.03409635  0.03457308  0.03142931  0.03703893
  0.03510091  0.03605669  0.03364165  0.03428179  0.03503252  0.03381186
  0.03504698  0.03375104]"
380,resistant,0.000001,50,96,[]
381,resistant,1.000000,50,96,"[ 0.03478609  0.03483216  0.03515739  0.0351547   0.0352057   0.03514336
  0.0351913   0.03518975  0.03536105  0.03524434  0.03480913  0.03526512
  0.0347092   0.03520476  0.03527291  0.03500508  0.03486529  0.03505865
  0.03479761  0.03482123  0.03544565  0.03458822  0.03526254  0.03484166
  0.03496321  0.03523455  0.03513762  0.0352223   0.03485934  0.0348835
  0.03505797  0.03500191  0.03538661  0.03495992  0.03500846  0.03546467
  0.03493953  0.03508738  0.03519121  0.03478853  0.03507528  0.03470333
  0.035124    0.03489825  0.03558467  0.03528492  0.03522801  0.03490907
  0.03541798  0.03510826  0.03493575  0.03528689  0.03491702  0.03498137
  0.03500128  0.03496749  0.03480911  0.03483386  0.03513372  0.03484458
  0.03484937  0.03500077  0.03524704  0.0352389   0.03500589  0.03515502
  0.03455351  0.03497898  0.03510677  0.03503327  0.03481009  0.03485522
  0.03505813  0.03491726  0.03469905  0.03462572  0.03468327  0.0346611
  0.03492741  0.03484206  0.03467778  0.03474738  0.0342962   0.03475384
  0.03490426  0.0348694   0.03484729  0.03490854  0.03494783  0.03511355
  0.03502548  0.03510263  0.03490615  0.03510183  0.0351457   0.03477253]"
382,resistant,1.000000,25,96,"[ 0.03510162  0.03502389  0.03477088  0.03547204  0.03526208  0.03535965
  0.03459973  0.03476217  0.03467589  0.03530527  0.03522584  0.03556513
  0.0345433   0.03507875  0.03532695  0.03553141  0.03526502  0.03555125
  0.03526857  0.03491249  0.0350038   0.03523669  0.03470905  0.0345546
  0.03495087  0.0347861   0.03512669  0.03517348  0.03506276  0.0348733
  0.03522087  0.03502211  0.03489083  0.03502087  0.03486066  0.03514712
  0.03524159  0.03493834  0.0348639   0.0350637   0.0344347   0.03519584
  0.03508609  0.03569521  0.03529333  0.03483184  0.03520214  0.03512496
  0.03511816  0.03447062  0.03526564  0.03528523  0.03550256  0.0344453
  0.03502238  0.03524741  0.03495202  0.03483712  0.03447595  0.03461215
  0.03531046  0.03456888  0.03575443  0.03543625  0.03459723  0.0350429
  0.03488898  0.03495383  0.03501611  0.03529717  0.03502747  0.03487791
  0.03496769  0.03513649  0.03504462  0.03520893  0.03527053  0.03463347
  0.03555859  0.03436286  0.03503622  0.03519705  0.03479902  0.0346839
  0.03494248  0.03501395  0.03503831  0.03512405  0.03537957  0.03508073
  0.03493752  0.03506719  0.03541218  0.03504861  0.03464084  0.03564613]"
383,resistant,0.250000,5,384,"[ 0.03566279  0.03573449  0.03846354  0.02688179  0.03547295  0.03495939
  0.03518323  0.03856099  0.02815118  0.03407126  0.03509473  0.03892778
  0.0348443   0.0387742   0.03393539  0.03457607  0.03419474  0.03494868
  0.03682051  0.03431065  0.03595149  0.03587769  0.03525274  0.03445071
  0.03070122  0.03557392  0.03432975  0.03532911  0.03414633  0.03409027
  0.03717183  0.03444593  0.03724832  0.0365409   0.03511982  0.03587152
  0.03454161  0.03405947  0.03512369  0.0348627   0.03640431  0.04594096
  0.03568701  0.03686794  0.0354146   0.03522425  0.0320822   0.03474306
  0.03483907  0.03439264  0.03698179  0.03635922  0.03582408  0.03431056
  0.0350835   0.03409023  0.03414824  0.03470066  0.03527773  0.03127497
  0.02762204  0.03462539  0.03489618  0.03542255  0.03358316  0.03501886
  0.03407019  0.03462521  0.03471906  0.03270352  0.03651518  0.01100196
  0.0341941   0.03472667  0.03434884  0.03506302  0.03644529  0.03545699
  0.03512689  0.0348671   0.03441695  0.03603231  0.03615167  0.03471598
  0.03488111  0.03387513  0.03470416  0.03497352  0.03580387  0.03230239
  0.03309531  0.03409847  0.0344327   0.03508406  0.03433939  0.03587331
  0.03723592  0.03536987  0.03568233  0.03425621  0.03586074  0.03501814
  0.03630826  0.03453925  0.03766222  0.03284572  0.0358447   0.03417353
  0.0353535   0.03624976  0.03551607  0.03570709  0.0355091   0.03686569
  0.03461444  0.03266852  0.03407362  0.03459234  0.03134437  0.0285431
  0.03310388  0.03332459  0.0350579   0.03672271  0.03422248  0.03585469
  0.03360604  0.03679622  0.03586521  0.03541939  0.03518303  0.03466188
  0.03429086  0.03505171  0.0307666   0.03317618  0.03765779  0.03448437
  0.0356495   0.03316582  0.03360303  0.03580376  0.03405015  0.03574555
  0.03350302  0.03525153  0.03451454  0.03394137  0.03283949  0.03323514
  0.03628385  0.03476812  0.0343515   0.03537055  0.01858202  0.03608515
  0.03587389  0.03735929  0.03317797  0.03356322  0.03420215  0.04012919
  0.03515507  0.03576019  0.03442504  0.034492    0.03548193  0.03547758
  0.03425489  0.03615761  0.03544906  0.03496481  0.03456263  0.03456145
  0.03403119  0.03948857  0.03356295  0.03478788  0.03321289  0.03347751
  0.03391466  0.03534556  0.03428957  0.03533889  0.03475806  0.03484326
  0.03537928  0.03503049  0.03505008  0.03190283  0.03565665  0.0346262
  0.03471519  0.03511396  0.03514225  0.03242824  0.03567508  0.03840769
  0.03676388  0.0357957   0.03581849  0.03545522  0.03741229  0.02489622
  0.04046831  0.03549337  0.03666781  0.035056    0.03543062  0.0332608
  0.03510237  0.03686031  0.03597839  0.03573989  0.03372522  0.03469083
  0.03418183  0.03653845  0.03559521  0.03144712  0.03412568  0.03475116
  0.03407898  0.03557643  0.0322266   0.03683052  0.03369447  0.03381177
  0.03548238  0.03397349  0.02753332  0.03613285  0.03590864  0.03518779
  0.03395544  0.03360484  0.03427546  0.03647203  0.03328783  0.02338767
  0.03727185  0.0363241   0.03338863  0.03324025  0.03478657  0.0375798
  0.03306819  0.03545651  0.03541962  0.0343803   0.03475917  0.03373715
  0.03447506  0.03292527  0.03489079  0.03539476  0.03757415  0.03507842
  0.03479918  0.03059307  0.03262206  0.03472129  0.03587246  0.03293827
  0.03663331  0.03959786  0.03608299  0.03401634  0.03442005]"
