,DIP1,DIP2
286,0.0009,0.0055
287,0.0009,0.005699999999999999
288,0.0009,0.0059
289,0.0009,0.0060999999999999995
290,0.0009,0.0063
291,0.0009,0.0065
292,0.0009,0.006699999999999999
293,0.0009,0.0069
294,0.0009,0.0070999999999999995
295,0.0009,0.0073
296,0.0009,0.0075
297,0.0011,0.0055
298,0.0011,0.005699999999999999
299,0.0011,0.0059
300,0.0011,0.0060999999999999995
301,0.0011,0.0063
302,0.0011,0.0065
303,0.0011,0.006699999999999999
304,0.0011,0.0069
305,0.0011,0.0070999999999999995
306,0.0011,0.0073
307,0.0011,0.0075
308,0.0013,0.0055
309,0.0013,0.005699999999999999
310,0.0013,0.0059
311,0.0013,0.0060999999999999995
312,0.0013,0.0063
313,0.0013,0.0065
314,0.0013,0.006699999999999999
315,0.0013,0.0069
316,0.0013,0.0070999999999999995
317,0.0013,0.0073
318,0.0013,0.0075
319,0.0015,0.0055
320,0.0015,0.005699999999999999
321,0.0015,0.0059
322,0.0015,0.0060999999999999995
323,0.0015,0.0063
324,0.0015,0.0065
325,0.0015,0.006699999999999999
326,0.0015,0.0069
327,0.0015,0.0070999999999999995
328,0.0015,0.0073
329,0.0015,0.0075
330,0.0005,0.0055
331,0.0005,0.005699999999999999
332,0.0005,0.0059
333,0.0005,0.0060999999999999995
334,0.0005,0.0063
335,0.0005,0.0065
336,0.0005,0.006699999999999999
337,0.0005,0.0069
338,0.0005,0.0070999999999999995
339,0.0005,0.0073
340,0.0005,0.0075
341,0.0007,0.0055
342,0.0007,0.005699999999999999
343,0.0007,0.0059
344,0.0007,0.0060999999999999995
345,0.0007,0.0063
346,0.0007,0.0065
347,0.0007,0.006699999999999999
348,0.0007,0.0069
349,0.0007,0.0070999999999999995
350,0.0007,0.0073
351,0.0007,0.0075
352,0.0009,0.0055
353,0.0009,0.005699999999999999
354,0.0009,0.0059
355,0.0009,0.0060999999999999995
356,0.0009,0.0063
357,0.0009,0.0065
358,0.0009,0.006699999999999999
359,0.0009,0.0069
360,0.0009,0.0070999999999999995
361,0.0009,0.0073
362,0.0009,0.0075
363,0.0011,0.0055
364,0.0011,0.005699999999999999
365,0.0011,0.0059
366,0.0011,0.0060999999999999995
367,0.0011,0.0063
368,0.0011,0.0065
369,0.0011,0.006699999999999999
370,0.0011,0.0069
371,0.0011,0.0070999999999999995
372,0.0011,0.0073
373,0.0011,0.0075
374,0.0013,0.0055
375,0.0013,0.005699999999999999
376,0.0013,0.0059
377,0.0013,0.0060999999999999995
378,0.0013,0.0063
379,0.0013,0.0065
380,0.0013,0.006699999999999999
381,0.0013,0.0069
382,0.0013,0.0070999999999999995
383,0.0013,0.0073
384,0.0013,0.0075
385,0.0015,0.0055
386,0.0015,0.005699999999999999
387,0.0015,0.0059
388,0.0015,0.0060999999999999995
389,0.0015,0.0063
390,0.0015,0.0065
391,0.0015,0.006699999999999999
392,0.0015,0.0069
393,0.0015,0.0070999999999999995
394,0.0015,0.0073
395,0.0015,0.0075
396,0.0005,0.0055
397,0.0005,0.005699999999999999
398,0.0005,0.0059
399,0.0005,0.0060999999999999995
400,0.0005,0.0063
401,0.0005,0.0065
402,0.0005,0.006699999999999999
403,0.0005,0.0069
404,0.0005,0.0070999999999999995
405,0.0005,0.0073
406,0.0005,0.0075
407,0.0007,0.0055
408,0.0007,0.005699999999999999
409,0.0007,0.0059
410,0.0007,0.0060999999999999995
411,0.0007,0.0063
412,0.0007,0.0065
413,0.0007,0.006699999999999999
414,0.0007,0.0069
415,0.0007,0.0070999999999999995
416,0.0007,0.0073
417,0.0007,0.0075
418,0.0009,0.0055
419,0.0009,0.005699999999999999
420,0.0009,0.0059
421,0.0009,0.0060999999999999995
422,0.0009,0.0063
423,0.0009,0.0065
424,0.0009,0.006699999999999999
425,0.0009,0.0069
426,0.0009,0.0070999999999999995
427,0.0009,0.0073
428,0.0009,0.0075
429,0.0011,0.0055
430,0.0011,0.005699999999999999
431,0.0011,0.0059
432,0.0011,0.0060999999999999995
433,0.0011,0.0063
434,0.0011,0.0065
435,0.0011,0.006699999999999999
436,0.0011,0.0069
437,0.0011,0.0070999999999999995
438,0.0011,0.0073
439,0.0011,0.0075
440,0.0013,0.0055
441,0.0013,0.005699999999999999
442,0.0013,0.0059
443,0.0013,0.0060999999999999995
444,0.0013,0.0063
445,0.0013,0.0065
446,0.0013,0.006699999999999999
447,0.0013,0.0069
448,0.0013,0.0070999999999999995
449,0.0013,0.0073
450,0.0013,0.0075
451,0.0015,0.0055
452,0.0015,0.005699999999999999
453,0.0015,0.0059
454,0.0015,0.0060999999999999995
455,0.0015,0.0063
456,0.0015,0.0065
457,0.0015,0.006699999999999999
458,0.0015,0.0069
459,0.0015,0.0070999999999999995
460,0.0015,0.0073
461,0.0015,0.0075
462,0.0005,0.0055
463,0.0005,0.005699999999999999
464,0.0005,0.0059
465,0.0005,0.0060999999999999995
466,0.0005,0.0063
467,0.0005,0.0065
468,0.0005,0.006699999999999999
469,0.0005,0.0069
470,0.0005,0.0070999999999999995
471,0.0005,0.0073
472,0.0005,0.0075
473,0.0007,0.0055
474,0.0007,0.005699999999999999
475,0.0007,0.0059
476,0.0007,0.0060999999999999995
477,0.0007,0.0063
478,0.0007,0.0065
479,0.0007,0.006699999999999999
480,0.0007,0.0069
481,0.0007,0.0070999999999999995
482,0.0007,0.0073
483,0.0007,0.0075
484,0.0009,0.0055
485,0.0009,0.005699999999999999
486,0.0009,0.0059
487,0.0009,0.0060999999999999995
488,0.0009,0.0063
489,0.0009,0.0065
490,0.0009,0.006699999999999999
491,0.0009,0.0069
492,0.0009,0.0070999999999999995
493,0.0009,0.0073
494,0.0009,0.0075
495,0.0011,0.0055
496,0.0011,0.005699999999999999
497,0.0011,0.0059
498,0.0011,0.0060999999999999995
499,0.0011,0.0063
500,0.0011,0.0065
501,0.0011,0.006699999999999999
502,0.0011,0.0069
503,0.0011,0.0070999999999999995
504,0.0011,0.0073
505,0.0011,0.0075
506,0.0013,0.0055
507,0.0013,0.005699999999999999
508,0.0013,0.0059
509,0.0013,0.0060999999999999995
510,0.0013,0.0063
511,0.0013,0.0065
512,0.0013,0.006699999999999999
513,0.0013,0.0069
514,0.0013,0.0070999999999999995
515,0.0013,0.0073
516,0.0013,0.0075
517,0.0015,0.0055
518,0.0015,0.005699999999999999
519,0.0015,0.0059
520,0.0015,0.0060999999999999995
521,0.0015,0.0063
522,0.0015,0.0065
523,0.0015,0.006699999999999999
524,0.0015,0.0069
525,0.0015,0.0070999999999999995
526,0.0015,0.0073
527,0.0015,0.0075
528,0.0005,0.0055
529,0.0005,0.005699999999999999
530,0.0005,0.0059
531,0.0005,0.0060999999999999995
532,0.0005,0.0063
533,0.0005,0.0065
534,0.0005,0.006699999999999999
535,0.0005,0.0069
536,0.0005,0.0070999999999999995
537,0.0005,0.0073
538,0.0005,0.0075
539,0.0007,0.0055
540,0.0007,0.005699999999999999
541,0.0007,0.0059
542,0.0007,0.0060999999999999995
543,0.0007,0.0063
544,0.0007,0.0065
545,0.0007,0.006699999999999999
546,0.0007,0.0069
547,0.0007,0.0070999999999999995
548,0.0007,0.0073
549,0.0007,0.0075
550,0.0009,0.0055
551,0.0009,0.005699999999999999
552,0.0009,0.0059
553,0.0009,0.0060999999999999995
554,0.0009,0.0063
555,0.0009,0.0065
556,0.0009,0.006699999999999999
557,0.0009,0.0069
558,0.0009,0.0070999999999999995
559,0.0009,0.0073
560,0.0009,0.0075
561,0.0011,0.0055
562,0.0011,0.005699999999999999
563,0.0011,0.0059
564,0.0011,0.0060999999999999995
565,0.0011,0.0063
566,0.0011,0.0065
567,0.0011,0.006699999999999999
568,0.0011,0.0069
569,0.0011,0.0070999999999999995
570,0.0011,0.0073
571,0.0011,0.0075
572,0.0013,0.0055
573,0.0013,0.005699999999999999
574,0.0013,0.0059
575,0.0013,0.0060999999999999995
576,0.0013,0.0063
577,0.0013,0.0065
578,0.0013,0.006699999999999999
579,0.0013,0.0069
580,0.0013,0.0070999999999999995
581,0.0013,0.0073
582,0.0013,0.0075
583,0.0015,0.0055
584,0.0015,0.005699999999999999
585,0.0015,0.0059
586,0.0015,0.0060999999999999995
587,0.0015,0.0063
588,0.0015,0.0065
589,0.0015,0.006699999999999999
590,0.0015,0.0069
591,0.0015,0.0070999999999999995
592,0.0015,0.0073
593,0.0015,0.0075
594,0.0005,0.0055
595,0.0005,0.005699999999999999
596,0.0005,0.0059
597,0.0005,0.0060999999999999995
598,0.0005,0.0063
599,0.0005,0.0065
600,0.0005,0.006699999999999999
601,0.0005,0.0069
602,0.0005,0.0070999999999999995
603,0.0005,0.0073
604,0.0005,0.0075
605,0.0007,0.0055
606,0.0007,0.005699999999999999
607,0.0007,0.0059
608,0.0007,0.0060999999999999995
609,0.0007,0.0063
610,0.0007,0.0065
611,0.0007,0.006699999999999999
612,0.0007,0.0069
613,0.0007,0.0070999999999999995
614,0.0007,0.0073
615,0.0007,0.0075
616,0.0009,0.0055
617,0.0009,0.005699999999999999
618,0.0009,0.0059
619,0.0009,0.0060999999999999995
620,0.0009,0.0063
621,0.0009,0.0065
622,0.0009,0.006699999999999999
623,0.0009,0.0069
624,0.0009,0.0070999999999999995
625,0.0009,0.0073
626,0.0009,0.0075
627,0.0011,0.0055
628,0.0011,0.005699999999999999
629,0.0011,0.0059
630,0.0011,0.0060999999999999995
631,0.0011,0.0063
632,0.0011,0.0065
633,0.0011,0.006699999999999999
634,0.0011,0.0069
635,0.0011,0.0070999999999999995
636,0.0011,0.0073
637,0.0011,0.0075
638,0.0013,0.0055
639,0.0013,0.005699999999999999
640,0.0013,0.0059
641,0.0013,0.0060999999999999995
642,0.0013,0.0063
643,0.0013,0.0065
644,0.0013,0.006699999999999999
645,0.0013,0.0069
646,0.0013,0.0070999999999999995
647,0.0013,0.0073
648,0.0013,0.0075
649,0.0015,0.0055
650,0.0015,0.005699999999999999
651,0.0015,0.0059
652,0.0015,0.0060999999999999995
653,0.0015,0.0063
654,0.0015,0.0065
655,0.0015,0.006699999999999999
656,0.0015,0.0069
657,0.0015,0.0070999999999999995
658,0.0015,0.0073
659,0.0015,0.0075
660,0.0005,0.0055
661,0.0005,0.005699999999999999
662,0.0005,0.0059
663,0.0005,0.0060999999999999995
664,0.0005,0.0063
665,0.0005,0.0065
666,0.0005,0.006699999999999999
667,0.0005,0.0069
668,0.0005,0.0070999999999999995
669,0.0005,0.0073
670,0.0005,0.0075
671,0.0007,0.0055
672,0.0007,0.005699999999999999
673,0.0007,0.0059
674,0.0007,0.0060999999999999995
675,0.0007,0.0063
676,0.0007,0.0065
677,0.0007,0.006699999999999999
678,0.0007,0.0069
679,0.0007,0.0070999999999999995
680,0.0007,0.0073
681,0.0007,0.0075
682,0.0009,0.0055
683,0.0009,0.005699999999999999
684,0.0009,0.0059
685,0.0009,0.0060999999999999995
686,0.0009,0.0063
687,0.0009,0.0065
688,0.0009,0.006699999999999999
689,0.0009,0.0069
690,0.0009,0.0070999999999999995
691,0.0009,0.0073
692,0.0009,0.0075
693,0.0011,0.0055
694,0.0011,0.005699999999999999
695,0.0011,0.0059
696,0.0011,0.0060999999999999995
697,0.0011,0.0063
698,0.0011,0.0065
699,0.0011,0.006699999999999999
700,0.0011,0.0069
701,0.0011,0.0070999999999999995
702,0.0011,0.0073
703,0.0011,0.0075
704,0.0013,0.0055
705,0.0013,0.005699999999999999
706,0.0013,0.0059
707,0.0013,0.0060999999999999995
708,0.0013,0.0063
709,0.0013,0.0065
710,0.0013,0.006699999999999999
711,0.0013,0.0069
712,0.0013,0.0070999999999999995
713,0.0013,0.0073
714,0.0013,0.0075
715,0.0015,0.0055
716,0.0015,0.005699999999999999
717,0.0015,0.0059
718,0.0015,0.0060999999999999995
719,0.0015,0.0063
720,0.0015,0.0065
721,0.0015,0.006699999999999999
722,0.0015,0.0069
723,0.0015,0.0070999999999999995
724,0.0015,0.0073
725,0.0015,0.0075
726,0.0005,0.0055
727,0.0005,0.005699999999999999
728,0.0005,0.0059
729,0.0005,0.0060999999999999995
730,0.0005,0.0063
731,0.0005,0.0065
732,0.0005,0.006699999999999999
733,0.0005,0.0069
734,0.0005,0.0070999999999999995
735,0.0005,0.0073
736,0.0005,0.0075
737,0.0007,0.0055
738,0.0007,0.005699999999999999
739,0.0007,0.0059
740,0.0007,0.0060999999999999995
741,0.0007,0.0063
742,0.0007,0.0065
743,0.0007,0.006699999999999999
744,0.0007,0.0069
745,0.0007,0.0070999999999999995
746,0.0007,0.0073
747,0.0007,0.0075
748,0.0009,0.0055
749,0.0009,0.005699999999999999
750,0.0009,0.0059
751,0.0009,0.0060999999999999995
752,0.0009,0.0063
753,0.0009,0.0065
754,0.0009,0.006699999999999999
755,0.0009,0.0069
756,0.0009,0.0070999999999999995
757,0.0009,0.0073
758,0.0009,0.0075
759,0.0011,0.0055
760,0.0011,0.005699999999999999
761,0.0011,0.0059
762,0.0011,0.0060999999999999995
763,0.0011,0.0063
764,0.0011,0.0065
765,0.0011,0.006699999999999999
766,0.0011,0.0069
767,0.0011,0.0070999999999999995
768,0.0011,0.0073
769,0.0011,0.0075
770,0.0013,0.0055
771,0.0013,0.005699999999999999
772,0.0013,0.0059
773,0.0013,0.0060999999999999995
774,0.0013,0.0063
775,0.0013,0.0065
776,0.0013,0.006699999999999999
777,0.0013,0.0069
778,0.0013,0.0070999999999999995
779,0.0013,0.0073
780,0.0013,0.0075
781,0.0015,0.0055
782,0.0015,0.005699999999999999
783,0.0015,0.0059
784,0.0015,0.0060999999999999995
785,0.0015,0.0063
786,0.0015,0.0065
787,0.0015,0.006699999999999999
788,0.0015,0.0069
789,0.0015,0.0070999999999999995
790,0.0015,0.0073
791,0.0015,0.0075
792,0.0005,0.0055
793,0.0005,0.005699999999999999
794,0.0005,0.0059
795,0.0005,0.0060999999999999995
796,0.0005,0.0063
797,0.0005,0.0065
798,0.0005,0.006699999999999999
799,0.0005,0.0069
800,0.0005,0.0070999999999999995
801,0.0005,0.0073
802,0.0005,0.0075
803,0.0007,0.0055
804,0.0007,0.005699999999999999
805,0.0007,0.0059
806,0.0007,0.0060999999999999995
807,0.0007,0.0063
808,0.0007,0.0065
809,0.0007,0.006699999999999999
810,0.0007,0.0069
811,0.0007,0.0070999999999999995
812,0.0007,0.0073
813,0.0007,0.0075
814,0.0009,0.0055
815,0.0009,0.005699999999999999
816,0.0009,0.0059
817,0.0009,0.0060999999999999995
818,0.0009,0.0063
819,0.0009,0.0065
820,0.0009,0.006699999999999999
821,0.0009,0.0069
822,0.0009,0.0070999999999999995
823,0.0009,0.0073
824,0.0009,0.0075
825,0.0011,0.0055
826,0.0011,0.005699999999999999
827,0.0011,0.0059
828,0.0011,0.0060999999999999995
829,0.0011,0.0063
830,0.0011,0.0065
831,0.0011,0.006699999999999999
832,0.0011,0.0069
833,0.0011,0.0070999999999999995
834,0.0011,0.0073
835,0.0011,0.0075
836,0.0013,0.0055
837,0.0013,0.005699999999999999
838,0.0013,0.0059
839,0.0013,0.0060999999999999995
840,0.0013,0.0063
841,0.0013,0.0065
842,0.0013,0.006699999999999999
843,0.0013,0.0069
844,0.0013,0.0070999999999999995
845,0.0013,0.0073
846,0.0013,0.0075
847,0.0015,0.0055
848,0.0015,0.005699999999999999
849,0.0015,0.0059
850,0.0015,0.0060999999999999995
851,0.0015,0.0063
852,0.0015,0.0065
853,0.0015,0.006699999999999999
854,0.0015,0.0069
855,0.0015,0.0070999999999999995
856,0.0015,0.0073
857,0.0015,0.0075
858,0.0005,0.0055
859,0.0005,0.005699999999999999
860,0.0005,0.0059
861,0.0005,0.0060999999999999995
862,0.0005,0.0063
863,0.0005,0.0065
864,0.0005,0.006699999999999999
865,0.0005,0.0069
866,0.0005,0.0070999999999999995
867,0.0005,0.0073
868,0.0005,0.0075
869,0.0007,0.0055
870,0.0007,0.005699999999999999
871,0.0007,0.0059
872,0.0007,0.0060999999999999995
873,0.0007,0.0063
874,0.0007,0.0065
875,0.0007,0.006699999999999999
876,0.0007,0.0069
877,0.0007,0.0070999999999999995
878,0.0007,0.0073
879,0.0007,0.0075
880,0.0009,0.0055
881,0.0009,0.005699999999999999
882,0.0009,0.0059
883,0.0009,0.0060999999999999995
884,0.0009,0.0063
885,0.0009,0.0065
886,0.0009,0.006699999999999999
887,0.0009,0.0069
888,0.0009,0.0070999999999999995
889,0.0009,0.0073
890,0.0009,0.0075
891,0.0011,0.0055
892,0.0011,0.005699999999999999
893,0.0011,0.0059
894,0.0011,0.0060999999999999995
895,0.0011,0.0063
896,0.0011,0.0065
897,0.0011,0.006699999999999999
898,0.0011,0.0069
899,0.0011,0.0070999999999999995
900,0.0011,0.0073
901,0.0011,0.0075
902,0.0013,0.0055
903,0.0013,0.005699999999999999
904,0.0013,0.0059
905,0.0013,0.0060999999999999995
906,0.0013,0.0063
907,0.0013,0.0065
908,0.0013,0.006699999999999999
909,0.0013,0.0069
910,0.0013,0.0070999999999999995
911,0.0013,0.0073
912,0.0013,0.0075
913,0.0015,0.0055
914,0.0015,0.005699999999999999
915,0.0015,0.0059
916,0.0015,0.0060999999999999995
917,0.0015,0.0063
918,0.0015,0.0065
919,0.0015,0.006699999999999999
920,0.0015,0.0069
921,0.0015,0.0070999999999999995
922,0.0015,0.0073
923,0.0015,0.0075
924,0.0005,0.0055
925,0.0005,0.005699999999999999
926,0.0005,0.0059
927,0.0005,0.0060999999999999995
928,0.0005,0.0063
929,0.0005,0.0065
930,0.0005,0.006699999999999999
931,0.0005,0.0069
932,0.0005,0.0070999999999999995
933,0.0005,0.0073
934,0.0005,0.0075
935,0.0007,0.0055
936,0.0007,0.005699999999999999
937,0.0007,0.0059
938,0.0007,0.0060999999999999995
939,0.0007,0.0063
940,0.0007,0.0065
941,0.0007,0.006699999999999999
942,0.0007,0.0069
943,0.0007,0.0070999999999999995
944,0.0007,0.0073
945,0.0007,0.0075
946,0.0009,0.0055
947,0.0009,0.005699999999999999
948,0.0009,0.0059
949,0.0009,0.0060999999999999995
950,0.0009,0.0063
951,0.0009,0.0065
952,0.0009,0.006699999999999999
953,0.0009,0.0069
954,0.0009,0.0070999999999999995
955,0.0009,0.0073
956,0.0009,0.0075
957,0.0011,0.0055
958,0.0011,0.005699999999999999
959,0.0011,0.0059
960,0.0011,0.0060999999999999995
961,0.0011,0.0063
962,0.0011,0.0065
963,0.0011,0.006699999999999999
964,0.0011,0.0069
965,0.0011,0.0070999999999999995
966,0.0011,0.0073
967,0.0011,0.0075
968,0.0013,0.0055
969,0.0013,0.005699999999999999
970,0.0013,0.0059
971,0.0013,0.0060999999999999995
972,0.0013,0.0063
973,0.0013,0.0065
974,0.0013,0.006699999999999999
975,0.0013,0.0069
976,0.0013,0.0070999999999999995
977,0.0013,0.0073
978,0.0013,0.0075
979,0.0015,0.0055
980,0.0015,0.005699999999999999
981,0.0015,0.0059
982,0.0015,0.0060999999999999995
983,0.0015,0.0063
984,0.0015,0.0065
985,0.0015,0.006699999999999999
986,0.0015,0.0069
987,0.0015,0.0070999999999999995
988,0.0015,0.0073
989,0.0015,0.0075
990,0.0005,0.0055
991,0.0005,0.005699999999999999
992,0.0005,0.0059
993,0.0005,0.0060999999999999995
994,0.0005,0.0063
995,0.0005,0.0065
996,0.0005,0.006699999999999999
997,0.0005,0.0069
998,0.0005,0.0070999999999999995
999,0.0005,0.0073
1000,0.0005,0.0075
1001,0.0007,0.0055
1002,0.0007,0.005699999999999999
1003,0.0007,0.0059
1004,0.0007,0.0060999999999999995
1005,0.0007,0.0063
1006,0.0007,0.0065
1007,0.0007,0.006699999999999999
1008,0.0007,0.0069
1009,0.0007,0.0070999999999999995
1010,0.0007,0.0073
1011,0.0007,0.0075
1012,0.0009,0.0055
1013,0.0009,0.005699999999999999
1014,0.0009,0.0059
1015,0.0009,0.0060999999999999995
1016,0.0009,0.0063
1017,0.0009,0.0065
1018,0.0009,0.006699999999999999
1019,0.0009,0.0069
1020,0.0009,0.0070999999999999995
1021,0.0009,0.0073
