,DS8
0,0.00014473794646527582
1,0.0009231202561771939
2,-0.006106289570379159
3,-0.0004499757643085128
4,0.004504869604975308
5,0.006252922398921961
6,0.0012512807211696256
7,-0.0003906978326523643
8,-0.0008991806517182333
9,0.0013351698328068762
10,0.002802193694923645
11,0.0032101503374879813
12,0.0012231513141104434
13,0.001434721942134458
14,-0.003880320674839641
15,-0.0013124414000120867
16,0.0011143471621468863
17,0.0003081608055641677
18,0.0003378339706766543
19,0.0007182937211751963
20,0.0035862535323034884
21,0.002113044219813654
22,0.005015600586031778
23,0.016771092903328736
24,0.0018462007501982088
25,0.0020454150612709376
26,0.0034522657703756686
27,0.0013459462870528906
28,0.004806484174442189
29,-0.0006226781278326996
30,0.006441339050839896
31,0.007147364726738558
32,-0.010130741120568503
33,0.0018326175101036897
34,-0.0009256300319117079
35,0.0011112062947477147
36,0.0022153865995099145
37,-0.018464304973221074
38,-0.002584154376402169
39,0.0005384772027850873
40,0.0018528974488263646
41,-0.0011356690287784431
42,0.003921397150455568
43,0.00535804790616688
44,-0.003465298089268276
45,0.0017262573959366215
46,-0.0005180425533491119
47,0.0018278091484544739
48,-0.0013407067771559862
49,0.0033071462281772258
50,0.0009310281096597933
51,0.00031218790984369405
52,0.0016506675388135268
53,-0.0008221627773772408
54,-0.0008483138977470276
55,0.004361109129946353
56,0.0013373142622419769
57,-0.0040387188428106825
58,0.0034352761291938064
59,-0.00181717444642301
60,0.003770206831390921
61,-0.0035068031663267364
62,0.002091866746035173
63,0.0037164351390031303
64,-0.00024324875409375226
65,0.0022540156977729838
66,0.0006167232963730148
67,-0.0006041740309287541
68,0.002660002861765484
69,-0.005538231935950497
70,-0.0003381605748394045
71,-0.0014484147678561219
72,-0.0018958082112232129
73,0.0011916237531672152
74,-0.0015259100799404164
75,0.0005178912181421933
76,0.0014642754266612442
77,-0.0005473773355607643
78,-0.009481286308141554
79,0.0003458480215219938
80,0.0029668938612435105
81,0.0006096296137686459
82,0.0016697096833910546
83,0.0002627162211511555
84,-0.00025134331706341134
85,-0.0008957209930423774
86,0.00018906558378291682
87,0.008247763811963961
88,0.0031070899242960416
89,-0.00024281758137171142
90,0.0013370741403703683
91,0.006333871974068578
92,0.005252268115175898
93,0.002495264714943332
94,0.003734950541630875
95,0.00032035397721545856
96,-0.0006752224171737494
97,0.0031187202166637513
98,-0.00029089085167629733
99,-0.003368622926156674
100,-2.1611353071984484e-05
101,0.007877785621260312
102,0.0010129892874414044
103,0.003097930828792777
104,0.0009832838686431402
105,0.005546247280224237
106,0.000756606979265731
107,0.0008737021712211479
108,-0.006006596998874339
109,-0.011629731959809564
110,0.0010946987974343203
111,-0.00022912852443458212
112,0.0006132415841374299
113,-0.009732775789912804
114,-0.0008400958847786277
115,0.001885539829557341
116,0.0026512923405206013
117,0.001960741968629644
118,0.00015968355426388306
119,0.0014964452982408156
120,-0.003201883510309269
121,0.002638815352724333
122,-0.002583633981960216
123,0.008207949339330936
124,0.003024172241880765
125,0.0029127463781854143
126,0.0009676295163585061
127,0.00017700594878536399
128,-0.0008214840253459492
129,0.0013792711871549695
130,0.0015853988562735451
131,0.0005303160754091203
132,0.0030543329014880035
133,0.006513503418005078
134,0.0013842905255607306
135,-0.0017418462720474482
136,-0.001063962010356128
137,-0.0009961281663935723
138,0.003811307496946963
139,0.0024076546805928307
140,-0.001181861990691664
141,0.004721724283671279
142,-0.0005269351037010488
143,-0.001612779954151374
144,0.0012637226308503987
145,0.0015202846415382713
146,-6.841487394487168e-05
147,-0.0018400562777206757
148,-0.0005293532861266142
149,-0.0002587395694449052
150,0.0015308310349055156
151,-0.0017651273956954983
152,0.0009418659569652068
153,0.0009372338122871319
154,-0.0003050150593244562
155,-0.0008128886443438276
156,0.0003808761557649524
157,-8.309491057513334e-05
158,0.0012116225239856989
159,0.0014298183903505668
160,0.004843123296480189
161,0.0004819245924233578
162,0.0013051755995016723
163,-0.0012583635609823439
164,0.002359032238537478
165,0.0029961097511203676
166,0.0027440093807299254
167,0.0031498750582907623
168,0.002299467884583619
169,0.01554302188645103
170,0.011432002230672486
171,0.008576545109150159
172,0.009728576268985373
173,0.008762038449338197
174,0.010733504969644715
175,0.009272361969789346
176,0.006219135041688887
177,0.0047875519134689595
178,0.010509663148475235
179,0.010214104419822425
180,0.009532834669754835
181,0.010017474170640127
182,0.0059092144515350345
183,0.009865638347052617
184,0.00865604057630962
185,0.007959730675754683
186,0.007614719494008583
187,0.009008810239814662
188,0.005907890935098698
189,0.010324744987117487
190,0.00953752982527313
191,0.012521556395758025
192,0.01114134724565536
193,0.008322397579171092
194,0.010711185076966386
195,0.009725740380818752
196,0.010470381628203457
197,0.007830545635267333
198,0.010670367273279755
199,0.007024860615714912
200,0.00856171580623942
201,0.01411268540666104
202,0.009231473812476259
203,0.013431532300481143
204,0.009418125368747499
205,0.010982002614592565
206,0.010633176011152882
207,0.010535274437061096
208,0.009940529847676951
209,0.009961140872195946
210,0.011670423511593987
211,0.013483031685317276
212,0.008129072368547298
213,0.006855082214573548
214,0.0066225547717769576
215,0.01045784173461326
216,0.0083589743615821
217,0.006705149459850947
218,0.009032071818456357
219,0.004970493801064395
220,0.00887342671882795
221,0.011231946896404048
222,0.01263654827043639
223,0.02016473739909948
224,0.01004327953482901
225,-0.006297517531562253
226,0.006261429398146612
227,0.010003151462866572
228,0.009880013271667112
229,0.010677069057431593
230,-0.0014096076375310282
231,0.011376205636588164
232,0.009139781562162325
233,0.006287282066421304
234,0.009238424368759362
